ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001140361-25-047122	3337873	Stock Option (Right to Buy)		12.68		31-DEC-2025				4	M	0				2449877.0				0.0		D			F5	31-MAR-2026		Common Shares		2449877.0				95718.0				D			
0001140361-25-047122	3337872	Stock Option (Right to Buy)		12.68		29-DEC-2025				4	M	0				748358.0				0.0		D			F5	31-MAR-2026		Common Shares		748358.0				555840.0				D			
0001193125-25-338500	3337742	Restricted Stock Units		0.0		31-DEC-2025				4	M	false				7353.0				0.0		D		31-DEC-2025			F1	Common Stock		7353.0				7353.0				D			
0001193125-25-338499	3337754	Restricted Stock Units		0.0		31-DEC-2025				4	M	false				7353.0				0.0		D		31-DEC-2025			F1	Common Stock		7353.0				7353.0				D			
0001193125-25-338498	3337869	Restricted Stock Units		0.0		31-DEC-2025				4	M	false				7353.0				0.0		D		31-DEC-2025			F1	Common Stock		7353.0				7353.0				D			
0001193125-25-338497	3337927	Restricted Stock Units		0.0		31-DEC-2025				4	M	false				7353.0				0.0		D		31-DEC-2025			F1	Common Stock		7353.0				7353.0				D			
0001561550-25-000368	3337809	Class B Common Stock			F1	29-DEC-2025				4	C	0	F1			32418.0				0.0		D			F1		F1	Class A Common Stock		32418.0				2666556.0				D			
0001561550-25-000366	3337845	Class B Common Stock			F1	08-DEC-2025				4	C	0	F1			16698.0				0.0		D			F1		F1	Class A Common Stock		16698.0				2698974.0				D			
0001493152-25-029883	3337911	Restricted Stock Unit			F1	29-DEC-2025				4	A	0				60000.0				0.0		A		29-DEC-2025			F2	Common Stock		60000.0				60000.0				D			
0001493152-25-029881	3337731	Restricted Stock Unit			F1	29-DEC-2025				4	A	0				475000.0				0.0		A		29-DEC-2025			F2	Common Stock		475000.0				875000.0				D			
0001493152-25-029880	3337910	Restricted Stock Unit			F1	29-DEC-2025				4	A	0				50000.0				0.0		A		29-DEC-2025			F2	Common Stock		50000.0				50000.0				D			
0001892579-25-000004	3337898	Deferred Stock Unit			F1	29-DEC-2025				4	A	0				670.0				0.0		A			F1		F2	Common Stock		670.0				670.0				D			
0001661859-25-000006	3337722	Restricted Stock Units		0.0	F2	31-DEC-2025				4	M	0	F1			649.0				0.0		D			F3		F4	Common Stock		649.0				1299.0				D			
0001302110-25-000010	3337761	Restricted Stock Units		0.0	F2	31-DEC-2025				4	M	0	F1			649.0				0.0		D			F3		F4	Common Stock		649.0				1299.0				D			
0001821008-25-000006	3337894	Restricted Stock Units		0.0	F2	31-DEC-2025				4	M	0	F1			649.0				0.0		D			F3		F4	Common Stock		649.0				1299.0				D			
0001646293-25-000006	3337928	Restricted Stock Units		0.0	F2	31-DEC-2025				4	M	0	F1			649.0				0.0		D			F3		F4	Common Stock		649.0				1299.0				D			
0001452385-25-000006	3337861	Restricted Stock Units		0.0	F2	31-DEC-2025				4	M	0	F1			649.0				0.0		D			F3		F4	Common Stock		649.0				1299.0				D			
0001218470-25-000014	3337895	Restricted Stock Units		0.0	F4	31-DEC-2025				4	M	0	F1			649.0				0.0		D			F5		F6	Common Stock		649.0				1299.0				D			
0000887343-25-000284	3337853	Restricted Stock Unit			F1	31-DEC-2025				4	A	0				21467.0				27.95		A			F1		F1	Common Stock		21467.0				47405.0				D			
0001096906-25-002191	3337749	Employee Stock Option (right to buy)		12.43	F10	06-DEC-2024				4	A	0				34703.0				12.43		A		06-MAR-2025		06-DEC-2034		Class C Common Stock		34703.0				243537.0				D			
0001096906-25-002191	3337750	Employee Stock Option (right to buy)		9.38	F11	05-DEC-2025				4	A	0				10657.0				9.38		A		05-MAR-2026		05-DEC-2030		Class C Common Stock		10657.0				254194.0				D			
0001096906-25-002191	3337751	Employee Stock Option (right to buy)		8.53	F12	05-DEC-2025				4	A	0				44343.0				8.53		A		05-MAR-2026		05-DEC-2035		Class C Common Stock		44343.0				298537.0				D			
0001096906-25-002191	3337746	Employee Stock Option (right to buy)		5.56	F7	02-DEC-2022				4	A	0				40517.0				5.56		A		02-MAR-2023		02-DEC-2032		Class C Common Stock		40517.0				157436.0				D			
0001096906-25-002191	3337744	Employee Stock Option (right to buy)		2.84	F5	27-MAR-2020				4	A	0				39246.0				2.84		A		27-JUN-2020		27-MAR-2030		Class C Common Stock		39246.0				80454.0				D			
0001096906-25-002191	3337743	Employee Stock Option (right to buy)		3.76	F4	06-DEC-2019				4	A	0				41208.0				3.76		A		06-MAR-2020		06-DEC-2029		Class C Common Stock		41208.0				41208.0				D			
0001096906-25-002191	3337748	Employee Stock Option (right to buy)		13.67	F9	06-DEC-2024				4	A	0				7298.0				13.67		A		06-MAR-2025		06-DEC-2029		Class C Common Stock		7298.0				208834.0				D			
0001096906-25-002191	3337745	Employee Stock Option (right to buy)		7.02	F6	03-DEC-2021				4	A	0				36465.0				7.02		A		03-MAR-2022		03-DEC-2031		Class C Common Stock		36465.0				116919.0				D			
0001096906-25-002191	3337747	Employee Stock Option (right to buy)		7.21	F8	01-DEC-2023				4	A	0				44100.0				7.21		A		01-MAR-2024		01-DEC-2033		Class C Common Stock		44100.0				201536.0				D			
0001769628-25-000134	3337913	Class B Common Stock			F1	29-DEC-2025				4	C	0				8335.0					F1	D			F1		F1	Class A Common Stock		8335.0				958325.0				I		Canis Minor 2025 GRAT	F8
0001769628-25-000134	3337912	Class B Common Stock			F1	29-DEC-2025				4	C	0				25000.0					F1	D			F1		F1	Class A Common Stock		25000.0				5875000.0				I		Canis Major 2025 GRAT	F2
0001769628-25-000132	3337768	Class B Common Stock			F1	29-DEC-2025				4	C	0				102835.0					F1	D			F1		F1	Class A Common Stock		102835.0				8911485.0				D		Brannin J. McBee 2022 Irrevocable Trust	F7
0001769628-25-000132	3337769	Class B Common Stock			F1	29-DEC-2025				4	C	0				25000.0					F1	D			F1		F1	Class A Common Stock		25000.0				4141020.0				I		Canis Major 2024 Irrevocable Trust LLC	F9
0001769628-25-000132	3337770	Class B Common Stock			F1	29-DEC-2025				4	C	0				3000.0					F1	D			F1		F1	Class A Common Stock		3000.0				345000.0				I		Canis Major 2025 Family Trust LLC	F12
0001769628-25-000132	3337771	Class B Common Stock			F1	29-DEC-2025				4	C	0				1000.0					F1	D			F1		F1	Class A Common Stock		1000.0				115600.0				I		Canis Minor 2025 Family Trust LLC	F13
0001769628-25-000132	3337772	Class B Common Stock			F1	29-DEC-2025				4	C	0				1000.0					F1	D			F1		F1	Class A Common Stock		1000.0				129000.0				I			
0001437749-25-039101	3337730	Stock option (right to buy)		0.81		30-DEC-2025				4	M	0				1000.0				0.0		D			F3	07-FEB-2034		Common Stock		1000.0				0.0				D			
0001493152-25-029856	3337814	Series C Convertible Preferred Stock			F1	29-DEC-2025				4	A	0				4223621.0					F4	A			F4		F4	Common Stock			F4			4223621.0				I		See Footnote	F2
0001493152-25-029856	3337813	Series B Convertible Preferred Stock			F1	29-DEC-2025				4	D	0				31928301.0				0.0		D			F1		F1	Common Stock		1717072.0	F3			0.0				I		See Footnote	F2
0001493152-25-029856	3337815	Restricted Stock Units			F5	29-DEC-2025				4	A	0				5000.0				0.0		A			F5		F5	Common Stock		5000.0				5000.0				I		See Footnote(2),	F5
0001059953-25-000006	3337713	Restricted Stock Units		0.0	F1	29-DEC-2025				4	M	0				10000.0				0.0		D			F2		F2	Common Stock		10000.0				0.0				D			
0001658784-25-000006	3337846	Restricted Stock Units		0.0	F1	29-DEC-2025				4	M	0				10000.0				0.0		D			F2		F2	Common Stock		10000.0				0.0				D			
0001193125-25-338415	3337739	Stock Option (Right to Buy)		2.08		31-DEC-2025				4	M	false	F1			30000.0				0.0		D			F4	13-NOV-2029		Common Stock		30000.0				275559.0				D			
0001862601-25-000011	3337902	Restricted Stock Units		0.0	F1	29-DEC-2025				4	M	0				10000.0				0.0		D			F2		F2	Common Stock		10000.0				0.0				D			
0001848881-25-000005	3337810	Restricted Stock Units		0.0	F1	29-DEC-2025				4	M	0				10000.0				0.0		D			F2		F2	Common Stock		10000.0				0.0				D			
0002074161-25-000005	3337733	Restricted Stock Unit (RSU)		0.0		31-DEC-2025				4	M	0				2887.0				0.0		D			F2		F2	Common Stock		2887.0				0.0				D			
0001235498-25-000007	3337844	Restricted Stock Unit (RSU)		0.0		31-DEC-2025				4	M	0				2887.0				0.0		D			F2		F2	Common Stock		2887.0				0.0				D			
0002075511-25-000005	3337904	Restricted Stock Unit (RSU)		0.0		31-DEC-2025				4	M	0				2887.0				0.0		D			F2		F2	Common Stock		2887.0				0.0				D			
0002074258-25-000005	3337741	Restricted Stock Unit (RSU)		0.0		31-DEC-2025				4	M	0				2887.0				0.0		D			F2		F2	Common Stock		2887.0				0.0				D			
0002074262-25-000005	3337924	Restricted Stock Unit (RSU)		0.0		31-DEC-2025				4	M	0				2887.0				0.0		D			F2		F2	Common Stock		2887.0				0.0				D			
0001307275-25-000009	3337717	Restricted Stock Unit (RSU)		0.0		31-DEC-2025				4	M	0				2887.0				0.0		D			F2		F2	Common Stock		2887.0				0.0				D			
0001225471-25-000006	3337843	Non-Qualified Stock Option (right to buy)		520.01		30-DEC-2025				4	M	0				9212.0				0.0		D			F1	04-JAN-2026		Common Stock		9212.0				0.0				D			
0001213900-25-127153	3337827	Stock Option (Right to Buy Common Stock)		1.26		30-DEC-2025				4	A	0				59524.0				0.0	F2	A			F1	30-DEC-2035		Common Stock		59524.0				59524.0				D			
0001493152-25-029832	3337812	Options (Right to Buy)		0.82		29-DEC-2025				4	A	0				100000.0				0.0		A		29-DEC-2025		29-DEC-2035		Common Stock		100000.0				133625.0				D			
0001493152-25-029831	3337729	Options (Right to Buy)		0.82		29-DEC-2025				4	A	0				175000.0				0.0		A		29-DEC-2025		29-DEC-2035		Common Stock		175000.0				216096.0				D			
0001493152-25-029830	3337828	Options (Right to Buy)		0.82		29-DEC-2025				4	A	0				25000.0				0.0		A		29-DEC-2025		29-DEC-2035		Common Stock		25000.0				53130.0				D			
0001493152-25-029829	3337728	Options (Right to Buy)		0.82		29-DEC-2025				4	A	0				100000.0				0.0		A		29-DEC-2025		29-DEC-2035		Common Stock		100000.0				128599.0				D			
0001493152-25-029828	3337779	Options (Right to Buy)		0.82		29-DEC-2025				4	A	0				125000.0				0.0		A		29-DEC-2025		29-DEC-2035		Common Stock		125000.0				152503.0				D			
0001437749-25-039096	3337795	Common Stock Warrants (right to purchase)		47.5	F1	23-DEC-2025				4	X	0				4460.0				0.0		A		23-OCT-2025		23-DEC-2025		Common Stock		892.0				1633.0				D			
0001817756-25-000007	3337783	Restricted Stock Units			F3	30-DEC-2025				4	M	0				2272.0				0.0		D			F4		F4	Common Stock		2272.0				11364.0	F5			D			
0001589800-25-000007	3337811	Restricted Stock Units			F3	30-DEC-2025				4	M	0				1376.0				0.0		D			F4		F4	Common Stock		1376.0				6884.0	F5			D			
0000109380-25-000144	3337725	Deferred Comp		0.0		30-DEC-2025				4	A	0				488.91				0.0		A			F1		F1	Common Stock		488.91				26364.18				D			
0000109380-25-000143	3337903	Deferred Comp		0.0		30-DEC-2025				4	A	0				510.16				0.0		A			F1		F1	Common Stock		510.16				36587.06				D			
0000109380-25-000142	3337856	Deferred Comp		0.0		30-DEC-2025				4	A	0				518.67				0.0		A			F1		F1	Common Stock		518.67				31865.13				D			
0000109380-25-000141	3337719	Deferred Comp		0.0		30-DEC-2025				4	A	0				824.77				0.0		A			F1		F1	Common Stock		824.77				124390.36				D			
0001916877-25-000009	3337842	Restricted Stock Units			F3	30-DEC-2025				4	M	0				525.0				0.0		D			F4		F4	Common Stock		525.0				2622.0	F5			D			
0001982604-25-000009	3337734	Restricted Stock Units	F1	0.0	F2	01-AUG-2025				4	M	0				2014.0				0.0		D			F3		F3	Common Stock		2014.0				26759.0				D			
0001193125-25-338341	3337755	Stock Units (SU)		0.0		31-DEC-2025				4	M	false				2882.47	F2			0.0		D			F1		F1	Common Stock		15967.94				13085.47				D			
0001413999-25-000004	3337775	Phantom Units			F3	30-DEC-2025				4	A	0				156.0				33.63		A			F4		F4	Common Shares	F1	156.0				3452.0				D			
0002050167-25-000007	3337808	Stock Option (Right to Buy)		10.42		30-DEC-2025				4	M	0	F1			100.0				0.0		D			F5	11-APR-2031		Common Stock		100.0				74143.0				D			
0002050167-25-000007	3337807	Stock Option (Right to Buy)		10.42		29-DEC-2025				4	M	0	F1			72400.0				0.0		D			F5	11-APR-2031		Common Stock		72400.0				74243.0				D			
0002050172-25-000007	3337866	Stock Option (Right to Buy)		10.42		29-DEC-2025				4	M	0	F1			45000.0				0.0		D			F4	26-OCT-2032		Common Stock		45000.0				342407.0				D			
0001628280-25-059227	3337923	Employee Stock Option (right to buy)		10.4		29-DEC-2025				4	M	0				2900.0				0.0		D			F2	07-MAR-2033		Class A Common Stock		2900.0				2100.0				D			
0001104659-25-125622	3337871	Series C Convertible Preferred Stock			F4	29-DEC-2025				4	A	0				4223621.0					F1	A			F4		F4	Common Stock		4223621.0				4223621.0				I		See Footnote	F2
0001104659-25-125622	3337870	Series B Convertible Preferred Stock			F3	29-DEC-2025				4	D	0				31928301.0					F1	D			F3		F3	Common Stock		1603578.0				0.0				I		See Footnote	F2
0002050422-25-000007	3337906	Stock Option (Right to Buy)		10.42		29-DEC-2025				4	M	0	F1			9876.0				0.0		D			F6	23-APR-2034		Common Stock		9876.0				23834.0				D			
0002050422-25-000007	3337905	Stock Option (Right to Buy)		10.42		29-DEC-2025				4	M	0	F1			124.0				0.0		D			F5	01-FEB-2031		Common Stock		124.0				2396.0				D			
0002050422-25-000007	3337907	Stock Option (Right to Buy)		10.42		30-DEC-2025				4	M	0	F1			2395.0				0.0		D			F5	01-FEB-2031		Common Stock		2395.0				1.0				D			
0002050422-25-000007	3337908	Stock Option (Right to Buy)		10.42		30-DEC-2025				4	M	0	F1			2605.0				0.0		D			F7	26-OCT-2032		Common Stock		2605.0				2581.0				D			
0001437749-25-039086	3337859	Newmark Holdings Exchangeable Limited Partnership Interests	F1		F1	31-DEC-2025				4	A	0	F1			531022.0	F1				F1	A			F1		F1	Class A common stock, par value $0.01 per share		491620.0	F1			885098.0	F1			D			
0001493152-25-029800	3337909	Options to purchase common stock (right to buy)		1.89		30-DEC-2025				4	A	0				26276.0	F1			0.0		A		30-DEC-2025		30-DEC-2027		Common Stock		26276.0				111221.0				D			
0001193125-25-338324	3337738	Danaher deferred contribution programs - Danaher Stock Fund	F1	0.0	F2	30-DEC-2025				4	A	false				1543.98				230.67		A			F3		F3	Common Stock, par value $.01		1543.98	F1			7969.2				D			
0001683168-25-009454	3337720	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001683168-25-009453	3337920	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001683168-25-009452	3337797	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001683168-25-009451	3337757	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001683168-25-009450	3337838	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001683168-25-009449	3337850	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001683168-25-009448	3337737	Restricted Stock Units			F1	30-DEC-2025				4	A	0				2512.0				0.0		A			F2		F2	Common Stock		2512.0				2512.0				D			
0001638826-25-000051	3337714	Class B Common Stock			F3	30-DEC-2025				4	C	0	F1			9700.0				0.0		D			F3		F3	Class A Common Stock		9700.0				5503365.0				I		By the K-A Family Trust dated December 6, 2021	
0001683168-25-009447	3337766	Warrants	F1	1.99		29-DEC-2025				4	M	0				32895.0				0.0		D		29-APR-2025		30-APR-2030		Common Stock		32895.0				0.0				D			
0001683168-25-009446	3337851	Warrants	F1	1.99		29-DEC-2025				4	M	0				65789.0				0.0		D		29-APR-2025		30-APR-2030		Common Stock		54702.0				0.0				D			
0001683168-25-009445	3337736	Warrants	F1	1.99		29-DEC-2025				4	M	0				65789.0				0.0		D		29-APR-2025		30-APR-2030		Common Stock		54702.0				0.0				D			
0001638826-25-000049	3337893	Class B Common Stock			F3	30-DEC-2025				4	C	0	F1			19000.0				0.0		D			F3		F3	Class A Common Stock		19000.0				4408021.0				I		By the AMKE Trust dated February 1, 2019	
0001104659-25-125606	3337864	Series B Convertible Preferred Stock			F2, F1	29-DEC-2025				4	D	0				31928301.0					F2, F1	D			F2, F1		F2, F1	Common Stock		1717072.0				0.0				D			
0001104659-25-125606	3337865	Series C Convertible Preferred Stock			F3, F1	29-DEC-2025				4	A	0				4223621.0					F3, F1	A			F3, F1		F3, F1	Common Stock		4223621.0				4223621.0				D			
0001565687-25-000167	3337852	Employee Stock Option (Right to Buy)		12.0		30-DEC-2025				4	M	0				20000.0				0.0		D			F1	29-JUL-2030		Common Stock		20000.0				22133.0				D			
0001565687-25-000166	3337922	Employee Stock Option (Right to Buy)		7.45		29-DEC-2025				4	M	0	F1			8000.0				0.0		D			F3	26-JUL-2027		Common Stock		8000.0				266140.0				D			
0001493152-25-029786	3337890	Employee Stock Option		4.85		30-DEC-2025				4	A	0				433813.0				0.0		A			F1	29-DEC-2035		Class B Common Stock		433813.0				433813.0				D			
0001493152-25-029785	3337896	Employee Stock Option		4.85		30-DEC-2025				4	A	0				433813.0				0.0		A			F1	29-DEC-2035		Class B Common Stock		433813.0				433813.0				D			
0001493152-25-029783	3337740	Employee Stock Option		4.85		30-DEC-2025				4	A	0				285077.0				0.0		A			F1	29-DEC-2035		Class B Common Stock		285077.0				285077.0				D			
0001096906-25-002185	3337792	Employee Stock Option (right to buy)		12.43	F8	06-DEC-2024				4	A	0				76703.0				12.43		A		06-MAR-2025		06-DEC-2034		Class C Common Stock		76703.0				435891.0				D			
0001096906-25-002185	3337793	Employee Stock Option (right to buy)		9.38	F9	05-DEC-2025				4	A	0				10657.0				9.38		A		05-MAR-2026		05-DEC-2030		Class C Common Stock		10657.0				446548.0				D			
0001096906-25-002185	3337794	Employee Stock Option (right to buy)		8.53	F10	05-DEC-2025				4	A	0				289343.0				8.53		A		05-MAR-2026		05-DEC-2035		Class C Common Stock		289343.0				735891.0				D			
0001096906-25-002185	3337786	Employee Stock Option (right to buy)		3.27	F2	01-DEC-2017				4	A	0				30289.0				3.27		A		01-MAR-2018		01-DEC-2027		Class C Common Stock		30289.0				62092.0				D			
0001096906-25-002185	3337785	Employee Stock Option (right to buy)		4.32	F1	02-DEC-2016				4	A	0				31803.0				4.32		A		02-MAR-2017		02-DEC-2026		Class A Common Stock		31803.0				31803.0				D			
0001096906-25-002185	3337791	Employee Stock Option (right to buy)		13.67	F7	06-DEC-2024				4	A	0				7298.0				13.67		A		06-MAR-2025		06-DEC-2029		Class C Common Stock		7298.0				359188.0				D			
0001096906-25-002185	3337787	Employee Stock Option (right to buy)		3.76	F3	30-NOV-2018				4	A	0				36057.0				3.76		A		28-FEB-2019		30-NOV-2028		Class C Common Stock		36057.0				98149.0				D			
0001096906-25-002185	3337788	Employee Stock Option (right to buy)		7.02	F4	03-DEC-2021				4	A	0				72931.0				7.02		A		03-MAR-2022		03-DEC-2031		Class C Common Stock		72931.0				171080.0				D			
0001096906-25-002185	3337789	Employee Stock Option (right to buy)		5.56	F5	02-DEC-2022				4	A	0				92610.0				5.56		A		02-MAR-2023		02-DEC-2032		Class C Common Stock		92610.0				263690.0				D			
0001096906-25-002185	3337790	Employee Stock Option (right to buy)		7.21	F6	01-DEC-2023				4	A	0				88200.0				7.21		A		01-MAR-2024		01-DEC-2033		Class C Common Stock		88200.0				351890.0				D			
0001193125-25-338190	3337796	Restricted Stock Units			F1	31-DEC-2025				4	M	false				450000.0				0.0		D			F2		F2	Class A Common Stock		1800000.0				900000.0				D			
0001254011-25-000004	3337837	Class B Common Stock		0.0		30-DEC-2025				4	J	0	F1			13600.0				0.0		D			F2		F2	Class B Common Stock		13600.0				5293086.0	F3			D			
0001628280-25-059189	3337763	Incentive Stock Option		9.63		29-DEC-2025				4	M	0				7500.0				9.63		D			F2	31-AUG-2027		Common Stock		7500.0				0.0				D			
0001628280-25-059189	3337764	Incentive Stock Options		7.47		29-DEC-2025				4	M	0				1250.0				7.47		D			F3	05-SEP-2029		Common Stock		1250.0				0.0				D			
0001628280-25-059189	3337762	Incentive Stock Option		9.57		29-DEC-2025				4	M	0				7500.0				9.57		D			F1	31-AUG-2026		Common Stock		7500.0				0.0				D			
0001096906-25-002179	3337875	Employee Stock Option (right to buy)		3.91	F2	06-DEC-2019				4	A	0				34339.0				3.91		A		06-MAR-2020		06-DEC-2029		Class C Common Stock		34339.0				63185.0				D			
0001096906-25-002179	3337881	Employee Stock Option (right to buy)		8.53	F8	05-DEC-2025				4	A	0				210000.0				8.53		A		05-MAR-2026		05-DEC-2035		Class A Common Stock		210000.0				495221.0				D			
0001096906-25-002179	3337880	Employee Stock Option (right to buy)		12.43	F7	06-DEC-2024				4	A	0				68250.0				12.43		A		06-MAR-2025		06-DEC-2034		Class C Common Stock		68250.0				285221.0				D			
0001096906-25-002179	3337879	Employee Stock Option (right to buy)		7.21	F6	01-DEC-2023				4	A	0				44100.0				7.21		A		01-MAR-2024		01-DEC-2033		Class C Common Stock		44100.0				216971.0				D			
0001096906-25-002179	3337878	Employee Stock Option (right to buy)		5.56	F5	02-DEC-2022				4	A	0				40517.0				5.56		A		02-MAR-2023		02-DEC-2032		Class C Common Stock		40517.0				172871.0				D			
0001096906-25-002179	3337877	Employee Stock Option (right to buy)		7.02	F4	03-DEC-2021				4	A	0				36465.0				7.02		A		03-MAR-2022		03-DEC-2031		Class C Common Stock		36465.0				132354.0				D			
0001096906-25-002179	3337874	Employee Stock Option (right to buy)		3.76	F1	30-NOV-2018				4	A	0				28846.0				3.76		A		28-FEB-2019		30-NOV-2028		Class C Common Stock		28846.0				28846.0				D			
0001096906-25-002179	3337882	Employee Stock Option (right to buy)		8.53	F8	05-DEC-2025				4	A	0				30000.0				8.53		A		05-MAR-2026		05-DEC-2035		Class C Common Stock		30000.0				525221.0				D			
0001096906-25-002179	3337876	Employee Stock Option(right to buy)		2.84	F3	27-MAR-2020				4	A	0				32704.0				2.84		A		27-JUN-2020		27-MAR-2030		Class C Common Stock		32704.0				95889.0				D			
0001437749-25-039050	3337839	Restricted Stock Units		0.0	F1	21-OCT-2025				4	A	0				2500.0				0.0		A		21-OCT-2026		21-OCT-2035		Common Stock		2500.0				2500.0				D			
0001178913-25-004151	3337724	Stock Option (right to buy ordinary shares)		18.9	F5	09-FEB-2025				4	A	0				935.0	F5			0.0		A		09-FEB-2026		09-FEB-2035		Ordinary Shares		935.0	F5			935.0	F5			D			
0001178913-25-004149	3337798	Stock Option (right to buy ordinary shares)		18.9	F5	09-FEB-2025				4	A	0				935.0	F5			0.0		A		09-FEB-2026		09-FEB-2035		Ordinary Shares		935.0	F5			935.0	F5			D			
0001178913-25-004147	3337712	Stock Option (right to buy ordinary shares)	F6	18.9	F7	09-FEB-2025				4	A	0				1872.0	F7			0.0		A		09-FEB-2026	F8	09-FEB-2035		Ordinary Shares		1872.0	F7			1872.0	F7			I		By Guangzhou Sino-Israel Biotech Fund	F3
0001178913-25-004145	3337756	Stock Option (right to buy ordinary shares)		18.9	F7	09-FEB-2025				4	A	0				1872.0	F7			0.0		A		09-FEB-2026	F8	09-FEB-2035		Ordinary Shares		1872.0	F7			1872.0	F6			I		By Guangzhou Sino-Israel Biotech Fund	F3
0001178913-25-004143	3337784	Stock Option (right to buy Ordinary Shares)		18.9	F3	09-FEB-2025				4	A	0				780.0	F3			0.0		A		09-FEB-2026	F4	09-FEB-2035		Ordinary Shares		780.0	F3			780.0	F3			D			
0000063754-25-000122	3337726	Phantom Stock			F2	30-DEC-2025				4	A	0				35.52				68.48		A			F2		F2	Common Stock - Voting		35.52				12394.93				I		Non Qualified Retirement Savings Plan	
0001437749-25-039037	3337868	Restricted Stock Units		0.0	F1	21-OCT-2025				4	A	0				2500.0				0.0		A		21-OCT-2026		21-OCT-2035		Common Stock		2500.0				2500.0				D			
0001437749-25-039034	3337919	Restricted Stock Units		0.0	F1	21-OCT-2025				4	A	0				2500.0				0.0		A		21-OCT-2026		21-OCT-2035		Common Stock		2500.0				2500.0				D			
0000891014-25-000184	3337857	EMPLOYEE Stock Option (Right to Buy)		38.29		29-DEC-2025				4	M	0				23093.0				0.0		D			F3	19-JAN-2026		Common Stock		23093.0				0.0				D			
0001437749-25-039025	3337836	Stock Options		13.36		11-DEC-2025				4	M	0				13500.0	F8			0.0		D		21-NOV-2017		21-NOV-2026		Common Stock		13500.0	F8			0.0				D			
0001437749-25-039024	3337847	Stock Options		18.85		11-DEC-2025				4	M	0				4575.0	F8			0.0		D		21-NOV-2018		21-NOV-2027		Common Stock		4575.0	F8			0.0				D			
0001437749-25-039024	3337848	Stock Options		22.12		11-DEC-2025				4	M	0				4437.0	F8			0.0		D		21-NOV-2020		21-NOV-2029		Common Stock		4437.0	F8			0.0				D			
0001437749-25-039024	3337849	Stock Options		21.1		11-DEC-2025				4	M	0				813.0	F8			0.0		D		20-NOV-2021		20-NOV-2030		Common Stock		813.0	F8			0.0				D			
0001437749-25-039023	3337765	Stock Options		13.36		09-DEC-2025				4	M	0				11850.0	F8			0.0		D		21-NOV-2017		21-NOV-2026		Common Stock		11850.0	F8			0.0				D			
0001437749-25-039022	3337833	Stock Options		22.49		09-DEC-2025				4	M	0				2250.0	F10			0.0		D		21-NOV-2023		21-NOV-2032		Common Stock		2250.0	F10			1500.0	F10			D			
0001437749-25-039022	3337834	Stock Options		15.1		09-DEC-2025				4	M	0				1704.0	F11			0.0		D		21-NOV-2024		21-NOV-2033		Common Stock		1704.0	F11			2556.0	F11			D			
0001437749-25-039022	3337832	Stock Options		26.72		09-DEC-2025				4	M	0				6000.0	F9			0.0		D		21-NOV-2022		21-NOV-2031		Common Stock		6000.0	F9			1500.0	F9			D			
0001437749-25-039022	3337831	Stock Options		21.1		09-DEC-2025				4	M	0				813.0	F8			0.0		D		20-NOV-2021		20-NOV-2030		Common Stock		813.0	F8			0.0				D			
0001437749-25-039022	3337830	Stock Options		22.12		09-DEC-2025				4	M	0				4437.0	F8			0.0		D		21-NOV-2020		21-NOV-2029		Common Stock		4437.0	F8			0.0				D			
