ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001833511-25-000015	3331641	Class B Common Stock			F1	08-DEC-2025				4	C	0				44000.0				0.0		D			F1		F1	Class A Common Stock		44000.0				210984.0				D			
0001833511-25-000015	3331640	Class B Common Stock			F1	08-DEC-2025				4	M	0				44000.0				1.11		A			F1		F1	Class B Common Stock		44000.0				254984.0				D			
0001833511-25-000015	3331639	Stock Option (Right to buy Class B Common Stock)		1.11		08-DEC-2025				4	M	0				44000.0				0.0		D			F6	07-JUL-2026		Class B Common Stock		44000.0				360668.0				D			
0001504654-25-000004	3331865	Restricted Stock Units			F2	05-DEC-2025				4	M	0	F1			215.0				0.0		D			F9		F9	Class A Common Stock		215.0				5545.0				D			
0001225208-25-009812	3331596	Restricted Stock Units			F6	05-DEC-2025				4	M	0				38.0	F1				F1	D			F1	22-FEB-2027		Common Stock		38.0				2936.0				D			
0001225208-25-009812	3331595	Restricted Stock Units			F6	05-DEC-2025				4	M	0				33.0	F2				F2	D			F2	22-FEB-2026		Common Stock		33.0				2533.0				D			
0001225208-25-009812	3331597	Restricted Stock Units			F6	05-DEC-2025				4	M	0				33.0	F3				F3	D			F3	26-FEB-2028		Common Stock		33.0				3024.0				D			
0001225208-25-009811	3331735	Restricted Stock Units			F6	05-DEC-2025				4	M	0				294.0	F2				F2	D			F2	22-FEB-2027		Common Stock		294.0				11247.0				D			
0001225208-25-009811	3331736	Restricted Stock Units			F6	05-DEC-2025				4	M	0				134.0	F3				F3	D			F3	26-FEB-2028		Common Stock		134.0				11417.0				D			
0001225208-25-009811	3331734	Restricted Stock Units			F6	05-DEC-2025				4	M	0				391.0	F1				F1	D			F1	22-FEB-2026		Common Stock		391.0				9618.0				D			
0001225208-25-009810	3331783	Restricted Stock Units			F6	05-DEC-2025				4	M	0				39.0	F2				F2	D			F2	22-FEB-2026		Common Stock		39.0				2517.0				D			
0001225208-25-009810	3331784	Restricted Stock Units			F6	05-DEC-2025				4	M	0				44.0	F1				F1	D			F1	22-FEB-2027		Common Stock		44.0				2925.0				D			
0001225208-25-009810	3331785	Restricted Stock Units			F6	05-DEC-2025				4	M	0				38.0	F3				F3	D			F3	26-FEB-2028		Common Stock		38.0				3019.0				D			
0001225208-25-009809	3331747	Restricted Stock Units			F5	05-DEC-2025				4	M	0				53.0	F3				F3	D			F3	26-FEB-2028		Common Stock		53.0				4499.0				D			
0001225208-25-009809	3331746	Restricted Stock Units			F5	05-DEC-2025				4	M	0				63.0	F1				F1	D			F1	22-FEB-2027		Common Stock		63.0				4429.0				D			
0001225208-25-009809	3331745	Restricted Stock Units			F5	05-DEC-2025				4	M	0				54.0	F2				F2	D			F2	22-FEB-2026		Common Stock		54.0				3756.0				D			
0001225208-25-009808	3331617	Restricted Stock Units			F6	05-DEC-2025				4	M	0				33.0	F3				F3	D			F3	26-FEB-2028		Common Stock		33.0				3024.0				D			
0001225208-25-009808	3331616	Restricted Stock Units			F6	05-DEC-2025				4	M	0				38.0	F1				F1	D			F1	22-FEB-2027		Common Stock		38.0				2936.0				D			
0001225208-25-009808	3331615	Restricted Stock Units			F6	05-DEC-2025				4	M	0				33.0	F2				F2	D			F2	22-FEB-2026		Common Stock		33.0				2533.0				D			
0001865504-25-000006	3331711	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				3590.0				0.0		D		08-DEC-2023	F3	08-DEC-2026		Common Stock		3590.0				3590.0				D			
0001865504-25-000006	3331713	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				759.0				0.0		D		08-DEC-2025	F3	08-DEC-2028		Common Stock		759.0				2275.0				D			
0001865504-25-000006	3331712	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				662.0				0.0		D		08-DEC-2024	F3	08-DEC-2027		Common Stock		662.0				1322.0				D			
0001193125-25-313075	3331939	Performance Stock Unit			F1	05-DEC-2025				4	A	false				34188.0					F2	A		31-DEC-2029	F1	31-DEC-2029	F1	Common Stock, par value $0.10 per share		34188.0				34188.0				D			
0001193125-25-313074	3331544	Performance Stock Unit			F1	05-DEC-2025				4	A	false				6837.0					F2	A		31-DEC-2029	F1	31-DEC-2029	F1	Common Stock, par value $0.10 per share		6837.0				6837.0				D			
0001366244-25-000007	3331627	Restricted Stock Unit			F1	06-DEC-2025				4	M	0				15625.0				0.0		D			F3		F3	Common Stock		15625.0				140626.0				D			
0001193125-25-313069	3331866	Performance Stock Unit			F1	05-DEC-2025				4	A	false				6837.0					F2	A		31-DEC-2029	F1	31-DEC-2029	F1	Common Stock, par value $0.10 per share		6837.0				6837.0				D			
0001652437-25-000006	3331541	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				740.0				0.0		D		08-DEC-2022	F3	08-DEC-2025		Common Stock		740.0				0.0				D			
0001652437-25-000006	3331542	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				562.0				0.0		D		08-DEC-2024	F3	08-DEC-2027		Common Stock		562.0				4158.0				D			
0001652437-25-000006	3331543	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				1012.0				0.0		D		08-DEC-2025	F4	08-DEC-2027		Common Stock		1012.0				3146.0				D			
0001193125-25-313065	3331665	Performance Stock Unit			F1	05-DEC-2025				4	A	false				1709.0					F2	A		31-DEC-2029	F1	31-DEC-2029	F1	Common Stock, par value $0.10 per share		1709.0				1709.0				D			
0001249802-25-000009	3331807	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				882.0				0.0		D		08-DEC-2024	F3	08-DEC-2027		Common Stock		882.0				1763.0				D			
0001249802-25-000009	3331808	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				626.0				0.0		D		08-DEC-2025	F3	08-DEC-2028		Common Stock		626.0				1877.0				D			
0001249802-25-000009	3331806	Restricted Stock Units		0.0	F2	08-DEC-2025				4	M	0				1234.0				0.0		D		08-DEC-2022		08-DEC-2025		Common Stock		1234.0				0.0				D			
0001834345-25-000011	3331667	Class A Common Units of Rush Street Interactive, L.P.			F7	08-DEC-2025				4	C	0				172781.0				0.0		D			F7		F7	Class A Common Stock		172781.0				5373331.0				D			
0001104659-25-119742	3331581	Restricted Stock Units			F1	08-DEC-2025				4	M	0				10000.0				0.0		D			F2		F2	Common Stock		10000.0				20000.0				D			
0001789496-25-000004	3331675	LLC Units in The Baldwin Insurance Group Holdings, LLC		0.0		05-DEC-2025				4	C	0				15000.0				0.0		D			F2		F2	Class A Common Stock		15000.0				1021786.0				D			
0001380177-25-000006	3331868	Stock Option (Right to Buy)		5.02		05-DEC-2025		05-DEC-2025		4	M	0				25748.0				0.0		D			F5	22-MAY-2031		Common Stock		25748.0				0.0				D			
0001561550-25-000350	3331689	Class B Common Stock			F1	05-DEC-2025				4	C	0	F1			123000.0				0.0		D			F1		F1	Class A Common Stock		123000.0				6203835.0				I		By Trust	F2
0001561550-25-000350	3331692	Class B Common Stock			F1	08-DEC-2025				4	C	0				10688.0				0.0		D			F1		F1	Class A Common Stock		10688.0				2704984.0				D			
0001561550-25-000350	3331691	Class B Common Stock			F1	08-DEC-2025				4	M	0				18750.0				10.74		A			F1		F1	Class A Common Stock		18750.0				2715672.0				D			
0001561550-25-000350	3331690	Stock Option (Right to Buy)		10.74		08-DEC-2025				4	M	0				18750.0				0.0		D			F8	19-JUL-2029		Class B Common Stock		18750.0				412500.0				D			
0001493152-25-026964	3331966	Class B Common Stock		0.0		08-DEC-2025				4	G	0				0.0				0.0		A			F1		F1	Class A Common Stock			F1			225498.0				I			
0001493152-25-026964	3331963	Class B Common Stock		0.0		08-DEC-2025				4	G	0				95721.0				0.0		A			F1		F1	Class A Common Stock			F1			48063.0				D		As trustee	F2
0001493152-25-026964	3331964	Class B Common Stock		0.0		08-DEC-2025				4	G	0				0.0				0.0		A			F1		F1	Class A Common Stock			F1			10000.0				I		By spouse	F3
0001493152-25-026964	3331965	Class B Common Stock		0.0		08-DEC-2025				4	G	0				0.0				0.0		A			F1		F1	Class A Common Stock			F1			1557774.0				I		By spouse as custodian	F3
0000897069-25-001786	3332061	Employee Restricted Stock Unit			F2	05-DEC-2025				4	M	0				4654.0	F1			0.0		D			F6		F6	Common Stock		4654.0	F1			0.0				D			
0000897069-25-001786	3332062	Employee Performance Share Unit			F4	05-DEC-2025				4	M	0				5135.0	F1			0.0		D			F7		F7	Common Stock		5135.0	F1			0.0				D			
0002009236-25-000008	3332033	Non-Qualified Stock Option (right to buy)		726.71		05-DEC-2025				4	A	0				2261.0				0.0		A			F2	05-DEC-2035		Common Stock		2261.0				2261.0				D			
0001628280-25-056194	3331802	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				13918.0				0.0		D			F4		F1	Common Stock		13918.0				27836.0				D			
0001628280-25-056194	3331805	Restricted Stock Units			F1	05-DEC-2025				4	M	0				4130.0				0.0		D			F7		F1	Common Stock		4130.0				24780.0				D			
0001628280-25-056194	3331804	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				3222.0				0.0		D			F6		F1	Common Stock		3222.0				19325.0				D			
0001628280-25-056194	3331803	Restricted Stock Units			F1	05-DEC-2025				4	M	0				6387.0				0.0		D			F5		F1	Common Stock		6387.0				38325.0				D			
0001628280-25-056193	3331731	Restricted Stock Units			F1	05-DEC-2025				4	M	0				719.0				0.0		D			F5		F1	Common Stock		719.0				4309.0				D			
0001628280-25-056193	3331730	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				561.0				0.0		D			F4		F1	Common Stock		561.0				3358.0				D			
0001628280-25-056193	3331729	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				2410.0				0.0		D			F3		F1	Common Stock		2410.0				4818.0				D			
0001225208-25-009802	3332029	Stock Option - Right to Buy		13.17		05-DEC-2025				4	M	0				60263.0				0.0		D			F2	30-MAR-2030		Common Stock, without par value		60263.0				30132.0				D			
0001225208-25-009802	3332028	Stock Option - Right to Buy		17.24		05-DEC-2025				4	M	0				76317.0				0.0		D			F2	30-MAR-2029		Common Stock, without par value		76317.0				0.0				D			
0001225208-25-009801	3331860	Stock Option - Right to Buy		21.41		05-DEC-2025				4	M	0				127607.0				0.0		D			F2	26-MAR-2026		Common Stock, without par value		127607.0				0.0				D			
0001225208-25-009801	3331861	Stock Option - Right to Buy		8.62		05-DEC-2025				4	M	0				86084.0				0.0		D			F2	26-MAR-2027		Common Stock, without par value		86084.0				0.0				D			
0000897069-25-001784	3331668	Employee Restricted Stock Unit			F2	05-DEC-2025				4	M	0				813.0	F1			0.0		D			F7		F7	Common Stock		813.0	F1			0.0				D			
0000897069-25-001784	3331669	Employee Performance Share Unit			F5	05-DEC-2025				4	M	0				898.0	F1			0.0		D			F8		F8	Common Stock		898.0	F1			0.0				D			
0001628280-25-056192	3331619	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				17145.0				0.0		D			F4		F1	Common Stock		17145.0				34291.0				D			
0001628280-25-056192	3331622	Restricted Stock Units			F1	05-DEC-2025				4	M	0				14815.0				0.0		D			F7		F1	Common Stock		14815.0				88885.0				D			
0001628280-25-056192	3331621	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				11555.0				0.0		D			F6		F1	Common Stock		11555.0				69328.0				D			
0001628280-25-056192	3331620	Restricted Stock Units			F1	05-DEC-2025				4	M	0				12607.0				0.0		D			F5		F1	Common Stock		12607.0				25215.0				D			
0001628280-25-056191	3332007	Restricted Stock Units			F1	05-DEC-2025				4	M	0				3828.0				0.0		D			F7		F1	Common Stock		3828.0				7654.0				D		By Spouse	
0001628280-25-056191	3332011	Restricted Stock Units			F1	05-DEC-2025				4	M	0				20.0				0.0		D			F11		F1	Common Stock		20.0				38.0				I			
0001628280-25-056191	3332008	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				3222.0				0.0		D			F8		F1	Common Stock		3222.0				19325.0				D		By Spouse	
0001628280-25-056191	3332009	Restricted Stock Units			F1	05-DEC-2025				4	M	0				4130.0				0.0		D			F9		F1	Common Stock		4130.0				24780.0				D			
0001628280-25-056191	3332012	Restricted Stock Units			F1	05-DEC-2025				4	M	0				116.0				0.0		D			F12		F1	Common Stock		116.0				700.0				I			
0001628280-25-056191	3332010	Restricted Stock Units			F1	05-DEC-2025				4	M	0				31.0				0.0		D			F10		F1	Common Stock		31.0				62.0				I			
0001628280-25-056191	3332006	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				5206.0				0.0		D			F6		F1	Common Stock		5206.0				10408.0				D		By Spouse	
0001536368-25-000006	3331790	Stock Option (right to buy)		7.9		08-DEC-2025				4	M	0				10000.0				0.0		D			F1	11-JUN-2034		Common Stock		10000.0				15600.0				D			
0000897069-25-001782	3331758	Employee Restricted Stock Unit			F2	05-DEC-2025				4	M	0				1057.0	F1			0.0		D			F6		F6	Common Stock		1057.0	F1			0.0				D			
0000897069-25-001782	3331759	Employee Performance Share Unit			F4	05-DEC-2025				4	M	0				1167.0	F1			0.0		D			F7		F7	Common Stock		1167.0	F1			0.0				D			
0001628280-25-056190	3331830	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				3852.0				0.0		D			F6		F1	Common Stock		3852.0				23109.0				D			
0001628280-25-056190	3331829	Restricted Stock Units			F1	05-DEC-2025				4	M	0				4277.0				0.0		D			F5		F1	Common Stock		4277.0				8555.0				D			
0001628280-25-056190	3331831	Restricted Stock Units			F1	05-DEC-2025				4	M	0				4938.0				0.0		D			F7		F1	Common Stock		4938.0				29629.0				D			
0001628280-25-056190	3331828	Performance Restricted Stock Units (Financial)			F1	05-DEC-2025				4	M	0				5816.0				0.0		D			F4		F1	Common Stock		5816.0				11634.0				D			
0001563558-25-000002	3331931	PHANTOM UNITS			F1	07-DEC-2025				4	M	0				750.0					F1	D		07-DEC-2025		07-DEC-2025		COMMON UNITS		750.0				0.0				D			
0001563558-25-000002	3331932	PHANTOM UNITS			F2	07-DEC-2025				4	M	0				750.0					F2	D		07-DEC-2025		07-DEC-2025		COMMON UNITS		750.0				750.0				D			
0001563558-25-000002	3331935	PHANTOM UNITS			F5	07-DEC-2025				4	A	0				3000.0				0.0		A			F6		F6	COMMON UNITS		3000.0				3000.0				D			
0001563558-25-000002	3331934	PHANTOM UNITS			F4	07-DEC-2025				4	M	0				750.0					F4	D		07-DEC-2025		07-DEC-2025		COMMON UNITS		750.0				2250.0				D			
0001563558-25-000002	3331933	PHANTOM UNITS			F3	07-DEC-2025				4	M	0				750.0					F3	D		07-DEC-2025		07-DEC-2025		COMMON UNITS		750.0				1500.0				D			
0001193125-25-312992	3331714	Cash Units			F3	05-DEC-2025				4	A	false				6625.0					F3	A			F3		F3	Common Units		6625.0				9959.0				D			
0001193125-25-312991	3331792	Cash Units			F3	05-DEC-2024				4	A	false				1812.0					F3	A			F3		F3	Common Units		1812.0				2846.0				D			
0001193125-25-312989	3331992	Cash Units			F3	05-DEC-2025				4	A	false				234812.0					F3	A			F3		F3	Common Units		234812.0				463716.0				D			
0001193125-25-312988	3331642	Cash Units			F3	05-DEC-2025				4	A	false				11700.0					F3	A			F3		F3	Common Units		11700.0				17200.0				D			
0001193125-25-312987	3332042	Cash Units			F3	05-DEC-2025				4	A	false				18925.0					F3	A			F3		F3	Common Units		18925.0				35300.0				D			
0001193125-25-312986	3331959	Cash Units			F3	05-DEC-2025				4	A	false				66812.0					F3	A			F3		F3	Common Units		66812.0				122063.0				D			
0001193125-25-312985	3331589	Cash Units			F3	05-DEC-2025				4	A	false				60125.0					F3	A			F3		F3	Common Units		60125.0				110767.0				D			
0001193125-25-312984	3331971	Cash Units			F3	05-DEC-2025				4	A	false				6625.0					F3	A			F3		F3	Common Units		6625.0				9959.0				D			
0001193125-25-312982	3331799	Cash Units			F3	05-DEC-2025				4	A	false				32400.0					F3	A			F3		F3	Common Units		32400.0				44900.0				D			
0001193125-25-312981	3331782	Cash Units			F3	05-DEC-2025				4	A	false				234812.0					F3	A			F3		F3	Common Units		234812.0				463716.0				D			
0001784606-25-000007	3331698	Non-Qualified Stock Option (right to buy)		140.67		05-DEC-2025				4	M	0				4500.0				0.0		D			F3	29-FEB-2028		Ordinary Shares		4500.0				0.0				D			
0001714174-25-000202	3331984	Phantom RSUs			F1	05-DEC-2025				4	I	0				10294.0				9.29		A			F1		F1	Ordinary Shares		10294.0				217658.2				D			
0001970041-25-000003	3331976	Restricted Stock Units			F1	05-DEC-2025				4	A	0				3500.0				0.0		A			F2		F2	Common Stock		3500.0				3500.0				D			
0001628280-25-056182	3331588	Restricted Stock Units			F1	06-DEC-2025				4	M	0				948.0				0.0		D			F3		F3	Common Stock		948.0				0.0				D			
0001628280-25-056181	3331788	Restricted Stock Units			F1	06-DEC-2025				4	M	0				3166.0				0.0		D			F3		F3	Common Stock		3166.0				0.0				D			
0001628280-25-056174	3332001	Restricted Stock Units			F1	06-DEC-2025				4	M	0				1302.0				0.0		D			F4		F4	Common Stock		1302.0				0.0				D			
0001628280-25-056174	3332000	Restricted Stock Units			F1	06-DEC-2025				4	M	0				3212.0				0.0		D			F3		F3	Common Stock		3212.0				0.0				D			
0001709164-25-000076	3331892	Class B Common Stock			F1	05-DEC-2025				4	G	0				20655.0					F1	D			F1		F1	Class A Common Stock		20655.0				92642.0				I		Proportionate LP interest of RA HBB, L.P. held by a Trust fbo Reporting Person	
0001104659-25-119716	3331874	Employee Stock Option (Right to Buy)		1.03		05-DEC-2025				4	D	0				79392.0				0.0		D			F2	03-MAY-2033		Common Stock		79392.0				0.0				D			
0001104659-25-119716	3331875	Employee Stock Option (Right to Buy)		1.03		05-DEC-2025				4	D	0				91742.0				0.0		D			F3	28-AUG-2034		Common Stock		91742.0				0.0				D			
0001104659-25-119716	3331873	Employee Stock Option (Right to Buy)		1.31		05-DEC-2025				4	D	0				300000.0				0.0		D			F1	15-FEB-2033		Common Stock		300000.0				0.0				D			
0002059351-25-000004	3331582	Cash Units			F2	05-DEC-2025				4	A	0				3750.0					F2	A			F2		F2	Common Units		3750.0				5437.0				D			
0001193125-25-312935	3331743	Restricted Stock Units			F1	05-DEC-2025				4	M	false				834.0				0.0		D			F1		F1	Common Stock		834.0				0.0				D			
0002060294-25-000006	3331923	Cash Units			F2	05-DEC-2025				4	A	0				11525.0					F2	A			F2		F2	Common Units		11525.0				14895.0				D			
0001193125-25-312930	3331685	Restricted Stock Units			F1	05-DEC-2025				4	M	false				834.0				0.0		D			F1		F1	Common Stock		834.0				0.0				D			
0001776418-25-000003	3331664	Cash Units			F2	05-DEC-2025				4	A	0				12200.0					F2	A			F2		F2	Common Units		12200.0				24700.0				D			
0002040724-25-000003	3332037	Cash Units			F2	05-DEC-2025				4	A	0				34175.0					F2	A			F2		F2	Common Units		34175.0				52902.0				D			
0001193125-25-312926	3331836	Restricted Stock Units			F1	05-DEC-2025				4	M	false				882.0				0.0		D			F1		F1	Common Stock		882.0				0.0				D			
0001193125-25-312923	3331578	Restricted Stock Units			F1	05-DEC-2025				4	M	false				738.0				0.0		D			F1		F1	Common Stock		738.0				0.0				D			
0001628280-25-056155	3331535	Stock Option (right to buy)		38.72		05-DEC-2025				4	A	0				17813.0	F1			0.0		A			F2	05-DEC-2032		Common Stock		17813.0				17813.0				D			
0001693924-25-000003	3331673	Cash Units			F2	05-DEC-2025				4	A	0				11800.0					F2	A			F2		F2	Common Units		11800.0				17940.0				D			
0001193125-25-312918	3331899	Restricted Stock Units			F1	05-DEC-2025				4	M	false				786.0				0.0		D			F1		F1	Common Stock		786.0				0.0				D			
0001213900-25-119717	3331809	Restricted Stock Units			F1	05-DEC-2024				4	A	0				13000.0				0.0		D			F2		F2	Common Stock		13000.0				13000.0				D			
0001213900-25-119717	3331810	Restricted Stock Units			F1	05-DEC-2025				4	M	0				3250.0				0.0		D			F2		F2	Common Stock		3250.0				9750.0				D			
0001225208-25-009797	3331695	Employee Stock Option (Right to Acquire)		59.26		09-DEC-2025				4	M	0				7700.0				0.0		D		08-MAY-2020		07-MAY-2026		Common Stock		7700.0				39000.0				D			
0000898243-25-000022	3331832	Restricted Stock Units			F1	07-DEC-2025				4	M	0				1197.0				0.0		D			F2		F2	Common Stock		1197.0				0.0				D			
0001950129-25-000005	3331980	Restricted Stock Units			F1	07-DEC-2025				4	M	0				1197.0				0.0		D			F2		F2	Common Stock		1197.0				0.0				D			
0001253352-25-000004	3331817	Restricted Stock Units			F1	07-DEC-2025				4	M	0				1197.0				0.0		D			F2		F2	Common Stock		1197.0				0.0				D			
0001193125-25-312911	3331778	Stock Option (right to buy)		7.1		08-DEC-2025				4	M	false				7500.0				0.0		D			F1	23-JUL-2033		Class A Common Stock		7500.0				0.0				D			
0002061851-25-000003	3331697	Non-Qualified Stock Option (right to buy)		6.11		05-DEC-2025				4	M	0	F1			10250.0				0.0		D			F3	14-JUL-2034		Common Stock		10250.0				61185.0				D			
0001709164-25-000073	3331646	Class B Common Stock			F1	05-DEC-2025				5	G	0		E		6885.0					F1	A			F1		F1	Class A Common Stock		6885.0				27793.0				I		Proportionate LP interest of RA HBB, L.P. held by trust fbo Reporting Person's child	F2
0001709164-25-000073	3331649	Class B Common Stock			F1	05-DEC-2025				5	G	0		E		3442.0					F1	A			F1		F1	Class A Common Stock		3442.0				6245.0				I		Proportionate interest of RA HBB, L.P. held by a trust fbo the Reporting Person's Spouse	F2
0001709164-25-000073	3331645	Class B Common Stock			F1	05-DEC-2025				5	G	0		E		6885.0					F1	A			F1		F1	Class A Common Stock		6885.0				28105.0				I		Proportionate LP interest of RA HBB, L.P. held by trust fbo Reporting Person's child	F2
0001709164-25-000073	3331650	Class B Common Stock			F1	05-DEC-2025				4	G	0				3442.0					F1	D			F1		F1	Class A Common Stock		3442.0				2803.0				I		Proportionate interest of RA HBB, L.P. held by a trust fbo the Reporting Person's Spouse	F2
0001709164-25-000073	3331647	Class B Common Stock			F1	05-DEC-2025				5	G	0		E		3442.0					F1	A			F1		F1	Class A Common Stock		3442.0				143623.0				I		Proportional interest in RA HBB, L.P. held by a trust f.b.o the Reporting Person	
0001709164-25-000073	3331648	Class B Common Stock			F1	05-DEC-2025				4	G	0				3442.0					F1	D			F1		F1	Class A Common Stock		3442.0				140181.0				I		Proportional interest in RA HBB, L.P. held by a trust f.b.o the Reporting Person	
0001915414-25-000010	3331767	Restricted Stock Units	F1	0.0		07-DEC-2025				4	M	0				2278.0				0.0		D		07-MAR-2024	F2	07-MAR-2027		Common stock		2278.0				11392.0				D			
0001915414-25-000010	3331766	Restricted Stock Units	F1	0.0		05-DEC-2025				4	M	0				2202.0				0.0		D		05-MAR-2025	F2	05-MAR-2028		Common stock		2202.0				19810.0				D			
0001628280-25-056141	3332041	Stock Option (right to buy)		38.72		05-DEC-2025				4	A	0				17813.0	F1			0.0		A			F2	05-DEC-2032		Common Stock		17813.0				17813.0				D			
0001636178-25-000009	3331987	Stock Option		146.03		08-DEC-2025				4	M	false	F1			21000.0				0.0		D		15-MAR-2020		15-MAR-2027		Common Stock		21000.0				3517.0				D			
0001353196-25-000021	3331644	Restricted Stock Units	F1	0.0		07-DEC-2025				4	M	0				332.0				0.0		D		07-MAR-2024	F2	07-MAR-2027		Common stock		332.0				1662.0				D			
0001353196-25-000021	3331643	Restricted Stock Units	F1	0.0		05-DEC-2025				4	M	0				440.0				0.0		D		05-MAR-2025	F2	05-MAR-2028		Common stock		440.0				3962.0				D			
0001680115-25-000018	3331659	Stock Options		31.05		05-DEC-2025				4	M	0				20000.0				0.0		D		05-MAR-2025	F6	05-MAR-2034		Common stock		20000.0				0.0				D			
0001680115-25-000018	3331657	Restricted Stock Units	F1	0.0		05-DEC-2025				4	M	0				4402.0				0.0		D		05-MAR-2025	F4	05-MAR-2028		Common stock		4402.0				39620.0				D			
0001680115-25-000018	3331658	Stock Options		32.18		05-DEC-2025				4	M	0				29240.0				0.0		D		06-MAR-2020	F5	06-MAR-2029		Common stock		29240.0				0.0				D			
0001680115-25-000018	3331660	Restricted Stock Units	F1	0.0		07-DEC-2025				4	M	0				5222.0				0.0		D		07-MAR-2024	F4	07-MAR-2027		Common stock		5222.0				26104.0				D			
0001480560-25-000012	3331546	Restricted Stock Units	F1	0.0		05-DEC-2025				4	M	0				2202.0				0.0		D		05-MAR-2025	F2	05-MAR-2028		Common stock		2202.0				19810.0				D			
0001480560-25-000012	3331547	Restricted Stock Units	F1	0.0		07-DEC-2025				4	M	0				2658.0				0.0		D		07-MAR-2024	F2	07-MAR-2027		Common stock		2658.0				13290.0				D			
0001855325-25-000014	3331702	Restricted Stock Units	F1	0.0		05-DEC-2025				4	M	0				2202.0				0.0		D		05-MAR-2025	F4	05-MAR-2028		Common stock		2202.0				19810.0				D			
0001855325-25-000014	3331703	Restricted Stock Units	F1	0.0		07-DEC-2025				4	M	0				2278.0				0.0		D		07-MAR-2024	F4	07-MAR-2027		Common stock		2278.0				11392.0				D			
0001628280-25-056138	3331722	Stock Option (right to buy)		38.72		05-DEC-2025				4	A	0				17813.0	F1			0.0		A			F2	05-DEC-2032		Common Stock		17813.0				17813.0				D			
0001709164-25-000069	3332004	Class B Common Stock			F1	05-DEC-2025				4	G	0				27538.0					F1	D			F1		F1	Class A Common Stock		27538.0				350718.0				I		Spouse's Proportionate LP interest of RA, HBB, L.P. held by a Trust fbo Reporting Person?s Spouse	F2
0001096906-25-002006	3331614	Director Stock Option (right to buy)		8.53	F5	05-DEC-2025				4	A	0				10400.0				8.53		A		05-MAR-2026		05-DEC-2035		Class A Common Stock		10400.0				45537.0				D			
0001096906-25-002006	3331612	Director Stock Option (right to buy)		7.21	F3	01-DEC-2023				4	A	0				8820.0				7.21		A		01-MAR-2024		01-DEC-2033		Class A Common Stock		8820.0				24217.0				D			
0001096906-25-002006	3331613	Director Stock Option (right to buy)		12.43	F4	06-DEC-2024				4	A	0				10920.0				12.43		A		06-MAR-2025		06-DEC-2034		Class A Common Stock		10920.0				35137.0				D			
0001096906-25-002006	3331610	Director Stock Option (right to buy)		7.02	F1	03-DEC-2021				4	A	0				7293.0				7.02		A		03-MAR-2022		03-DEC-2031		Class A Common Stock		7293.0				7293.0				D			
0001096906-25-002006	3331611	Director Stock Option (right to buy)		5.56	F2	02-DEC-2022				4	A	0				8104.0				5.56		A		02-MAR-2023		02-DEC-2032		Class A Common Stock		8104.0				15397.0				D			
