ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000914190-25-000017	1999120	Stock Options (Right to Buy)		68.37				24-OCT-2025		24-OCT-2034		Common Stock		3511.0				3511.0				D			
0000914190-25-000017	1999119	Stock Options (Right to Buy)		61.51				24-OCT-2024		26-OCT-2033		Common Stock		3937.0				3937.0				D			
0000914190-25-000017	1999114	Stock Options (Right to Buy)		50.41				24-OCT-2020		24-OCT-2029		Common Stock		8044.0				8044.0				D			
0000914190-25-000017	1999117	Stock Options (Right to Buy)		128.81				27-OCT-2022		28-OCT-2031		Common Stock		2532.0				2532.0				D			
0000914190-25-000017	1999118	Stock Options (Right to Buy)		73.94				26-OCT-2023		27-OCT-2032		Common Stock		3460.0				3460.0				D			
0000914190-25-000016	1999216	Stock Options (Right to Buy)		44.96				24-OCT-2019		25-OCT-2028		Common Stock		7592.0				7592.0				D			
0000914190-25-000016	1999217	Stock Options (Right to Buy)		50.41				24-OCT-2020		24-OCT-2029		Common Stock		8044.0				8044.0				D			
0000914190-25-000016	1999218	Stock Options (Right to Buy)		63.92				28-OCT-2021		29-OCT-2030		Common Stock		6028.0				6028.0				D			
0000914190-25-000016	1999220	Stock Options (Right to Buy)		73.94				26-OCT-2023		27-OCT-2032		Common Stock		3460.0				3460.0				D			
0000914190-25-000016	1999219	Stock Options (Right to Buy)		128.81				27-OCT-2022		28-OCT-2031		Common Stock		2532.0				2532.0				D			
0000914190-25-000016	1999215	Stock Options (Right to Buy)		31.26				25-OCT-2018		26-OCT-2027		Common Stock		12500.0				12500.0				D			
0000914190-25-000016	1999214	Stock Options (Right to Buy)		25.3				26-OCT-2017		26-OCT-2026		Common Stock		15940.0				15940.0				D			
0000914190-25-000016	1999221	Stock Options (Right to Buy)		61.51				24-OCT-2024		26-OCT-2033		Common Stock		3937.0				3937.0				D			
0000914190-25-000016	1999222	Stock Options (Right to Buy)		68.37				24-OCT-2025		24-OCT-2034		Common Stock		3511.0				3511.0				D			
0001520138-25-000338	1998926	Stock Option (right to buy)		1.8					F2	20-APR-2032		Common Stock		110000.0				110000.0				D			
0001520138-25-000338	1998927	Stock Option (right to buy)		4.01					F3	14-OCT-2034		Common Stock		250000.0				250000.0				D			
0001841794-25-000102	1998850	Restricted Stock Units			F7				F8		F8	Class A Common Stock		180737.0				180737.0				D			
0000091440-25-000083	1999042	Restricted Stock Units			F3				F4		F4	Common Stock		9607.0				9607.0				D			
0002090366-25-000002	1999020	Stock Options	F1	83.8	F3			05-DEC-2026	F2	05-DEC-2031		Common Stock		180000.0								D			
0001437749-25-032793	1999333	Phantom Stock			F5				F5		F5	Common Stock		21919.0				21919.0				D			
0001493152-25-020602	1998835	Delayed Draw Preferred Shares (obligation to buy)		1000.0				11-SEP-2025		11-SEP-2027		Series B Preferred Stock	F3	30000.0	F3							I		By InspectionTech Holdings LP	F1
0001493152-25-020602	1998834	Tranche B Warrants		50.0				11-SEP-2025		11-SEP-2035		Common Stock		470889.0	F2							I		By InspectionTech Holdings LP	F1
0001493152-25-020602	1998833	Tranche A Warrants		23.0				11-SEP-2025		11-SEP-2035		Common Stock		982371.0	F2							I		By InspectionTech Holdings LP	F1
0000310142-25-000008	1999223	Deferred Stock			F2				F3		F3	Common Stock		22776.62				22776.62				D			
0001482480-25-000011	1998868	CFFN Phantom Stock 2022		8.65				31-DEC-2025		31-DEC-2025		CFFN common stock		9147.0				9147.0	F1			D			
0001482480-25-000011	1998869	CFFN Phantom Stock 2024		5.91				31-DEC-2027		31-DEC-2027		CFFN common stock		3978.0				3978.0	F1			D			
0001628280-25-048247	1999224	Restricted Stock Unit	F1	0.0					F2		F2	A Ordinary Shares		3332.0								D			
0001214659-25-015764	1998932	Employee Stock Option (right to buy)		67.85				19-DEC-2022		31-AUG-2030		Common Stock		64950.0				64950.0	F6			D			
0001214659-25-015764	1998930	Employee Stock Option (right to buy)		26.66					F4	18-NOV-2028		Common Stock		0.0				266539.0				D			
0001214659-25-015764	1998929	Employee Stock Option (right to buy)		8.82					F3	28-SEP-2027		Common Stock		0.0				150879.0				D			
0001214659-25-015764	1998928	Employee Stock Option (right to buy)		5.95					F2	28-SEP-2025		Common Stock		0.0				0.0				D			
0001214659-25-015764	1998931	Employee Stock Option (right to buy)		23.33					F5	23-OCT-2029		Common Stock		0.0				131290.0				D			
0001628280-25-048201	1999213	Incentive Compensation Deferral Plan Share Credits			F2				F3		F3	Class A Common Stock		2664.44				2664.44				D			
0001628280-25-048192	1998934	Incentive Compensation Deferral Plan Share Credits		0.0	F2				F3		F3	Class A Common Stock		1786.63				1786.63				D			
0001207300-25-000004	1999375	Restricted Stock Units			F2				F2		F2	Common Stock		4456.0				4456.0				D			
0001628280-25-048164	1999127	Incentive Compensation Deferral Plan Share Credits			F2				F3		F3	Class A Common Stock		1269.66				1269.66				D			
0001628280-25-048124	1999063	Class B Common Stock		0.0	F6				F6		F6	Class A Common Stock		9600.0				4.0				D		Family L.P.	F2
0001628280-25-048124	1999062	Class B Common Stock		0.0	F6				F6		F6	Class A Common Stock		28800.0				12.0				I		Susan Hagen Non-Exempt Marital Irrev	F1
0001628280-25-048124	1999064	Class B Common Stock		0.0	F6				F6		F6	Class A Common Stock		415200.0				173.0				I			
0001628280-25-048118	1999135	Class B Common Stock		0.0					F3		F3	Class A Common Stock		2808.0	F3			1170.0	F3			I		Contingent Beneficiary & Co-Trustee, Trust	
0001628280-25-048118	1999137	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		1404000.0	F3			585.0	F3			I		Primary Beneficiary & Co-Trustee, Trust	
0001628280-25-048118	1999136	Class B Common Stock		0.0	F3				F3		F3	Class A Common Stock		1404000.0	F3			585.0	F3			I		Contingent Beneficiary & Co-Trustee, Trust	
0001628280-25-048113	1999156	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		2400.0	F5			1.0	F5			D		Contingent Beneficiary & Co-Trustee, Trust	
0001628280-25-048113	1999157	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		1404000.0	F5			585.0	F5			I		Contingent Beneficiary & Co-Trustee, Trust	
0001628280-25-048113	1999158	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		1404000.0	F5			585.0	F5			I		Primary Beneficiary & Co-Trustee, Trust	
0001628280-25-048113	1999159	Class B Common Stock		0.0	F5				F5		F5	Class A Common Stock		2808000.0	F5			1170.0	F5			I			
0001225208-25-008857	1999021	Restricted Stock Units			F2				F1	15-SEP-2028		Common Stock		1575.0								D			
0002064835-25-000029	1999210	Options		0.26				22-SEP-2023		22-SEP-2028		Common Stock		94070.0				94070.0				D			
0002064835-25-000029	1999209	Options		0.25				12-DEC-2023		12-DEC-2028		Common Stock		47775.0				47775.0				D			
0002064835-25-000029	1999208	Options		0.17				01-MAY-2024		01-MAY-2029		Common Stock		15000.0				15000.0				D			
0002064835-25-000029	1999207	Options		0.1				25-MAR-2025		25-MAR-2030		Common Stock		60000.0				60000.0				D			
0002064835-25-000029	1999206	Options		0.1				22-MAY-2025		22-MAY-2030		Common Stock		60000.0				60000.0				D			
0002064835-25-000029	1999211	Warrants		0.26				07-NOV-2023		07-NOV-2025		Common Stock		83333.0				83333.0				D			
0002064835-25-000028	1998491	Warrants		0.12				12-SEP-2024	F1	12-SEP-2028		Common Stock		340000.0				340000.0				D			
0002064835-25-000028	1998492	Warrants		0.16				29-APR-2024	F1	29-APR-2027		Common Stock		210526.0				210526.0				D			
0002064835-25-000028	1998493	Warrants		0.16				29-APR-2024	F1	29-APR-2027		Common Stock		90000.0				90000.0				D			
0002064835-25-000028	1998494	Warrants		0.45				24-OCT-2025	F1	24-OCT-2028		Common Stock		1000000.0				1000000.0				I			
0002064835-25-000028	1998495	Warrants		0.15				08-MAY-2025	F1	08-MAY-2028		Common Stock		3245171.0				3245171.0				I			
0002064835-25-000028	1998496	Warrants		0.17				10-OCT-2024	F1	10-OCT-2028		Common Stock		2882514.0				2882514.0	F2			I			
0002064835-25-000028	1998497	Warrants		0.16				09-APR-2024	F1	09-APR-2027		Common Stock		1350000.0				1350000.0				I			
0002064835-25-000028	1998498	Warrants		0.26				07-DEC-2023	F1	07-DEC-2025		Common Stock		140000.0				140000.0				I			
0002064835-25-000028	1998490	Warrants		0.15				08-MAY-2025	F1	08-MAY-2028		Common Stock		304800.0				304800.0				D		By Myrmikan Gold Fund, LLC	
0002064835-25-000028	1998499	Warrants		0.26				07-NOV-2023	F1	07-NOV-2025		Common Stock		750000.0				750000.0				I			
0002064835-25-000028	1998488	Options		0.25				12-DEC-2023		12-DEC-2028		Common Stock		200000.0				200000.0				D		By Myrmikan Gold Fund, LLC	
0002064835-25-000028	1998487	Options		0.17				01-MAY-2024		01-MAY-2029		Common Stock		15000.0				15000.0				D		By Myrmikan Gold Fund, LLC	
0002064835-25-000028	1998486	Options		0.1				25-MAR-2025		25-MAR-2030		Common Stock		60000.0				60000.0				D		By Myrmikan Gold Fund, LLC	
0002064835-25-000028	1998485	Options		0.1				22-MAY-2025		22-MAY-2030		Common Stock		200000.0				200000.0				D		By Myrmikan Gold Fund, LLC	
0002064835-25-000028	1998489	Options		0.26				22-SEP-2023		22-SEP-2028		Common Stock		94070.0				94070.0				D		By Myrmikan Gold Fund, LLC	
0001225208-25-008855	1998507	Stock Option (Right to Buy)	F1	145.67				01-MAR-2023		01-MAR-2022		Common Stock		1702.0								D			
0001225208-25-008855	1998509	Stock Option (Right to Buy)	F2	204.76				01-MAR-2025		01-MAR-2034		Common Stock		1860.0								D			
0001225208-25-008855	1998508	Stock Option (Right to Buy)	F1	150.12				07-MAR-2024		07-MAR-2033		Common Stock		2285.0								D			
0002064835-25-000027	1998549	Options		0.1				25-MAR-2025		25-MAR-2030		Common Stock		60000.0				60000.0				D			
0002064835-25-000027	1998548	Options		0.1				22-MAY-2025		22-MAY-2030		Common Stock		60000.0				60000.0				D			
0002064835-25-000027	1998550	Options		0.17				01-MAY-2024		01-MAY-2029		Common Stock		15000.0				15000.0				D			
0002064835-25-000027	1998551	Options		0.25				12-DEC-2023		12-DEC-2028		Common Stock		47775.0				47775.0				D			
0002064835-25-000027	1998552	Options		0.26				22-SEP-2023		22-SEP-2028		Common Stock		25000.0				25000.0				D			
0002064835-25-000027	1998553	Options		0.53				21-FEB-2023		21-FEB-2028		Common Stock		105000.0				105000.0				D			
0002064835-25-000027	1998554	Options		0.65				07-FEB-2022		07-FEB-2027		Common Stock		100000.0				100000.0				D			
0002064835-25-000026	1998556	Options		0.1				25-MAR-2025		25-MAR-2030		Common Stock		60000.0				60000.0				D			
0002064835-25-000026	1998555	Options		0.1				22-MAY-2025		22-MAY-2030		Common Stock		60000.0				60000.0				D		By EMA GARP FUND LP	
0002064835-25-000026	1998557	Options		0.17				01-MAY-2024		01-MAY-2029		Common Stock		15000.0				15000.0				D			
0002064835-25-000026	1998562	Warrants		0.26				07-NOV-2023		07-NOV-2025		Common Stock		140000.0				140000.0				I			
0002064835-25-000026	1998561	Warrants		0.16				29-APR-2024		29-APR-2027		Common Stock		105265.0				105265.0				D			
0002064835-25-000026	1998560	Options		0.65				07-FEB-2022		07-FEB-2027		Common Stock		100000.0				100000.0				D			
0002064835-25-000026	1998558	Options		0.25				12-DEC-2023		12-DEC-2028		Common Stock		47775.0				47775.0				D			
0002064835-25-000026	1998559	Options		0.53				21-FEB-2023		21-FEB-2028		Common Stock		105000.0				105000.0				D			
0002064835-25-000025	1998601	Stock Options		0.1				22-MAY-2025		22-MAY-2030		Common Stock		60000.0				60000.0				D		By Lazuli CPA Inc.	
0002064835-25-000025	1998602	Stock Options		0.1				25-MAR-2025		25-MAR-2030		Common Stock		60000.0				60000.0				D			
0002064835-25-000025	1998603	Warrants		0.15				08-MAY-2025		08-MAY-2028		Common Stock		60976.0				60976.0				I			
0001225208-25-008850	1998568	Class B Common Stock			F1				F3		F3	Class A Common Stock		4976290.0				4976290.0				I		By Trust	F4
0001352618-25-000004	1998450	Stock Option Grant		23.78					F3	30-OCT-2034		Common Stock		53550.0				53550.0				D			
0001352618-25-000004	1998438	Stock Option Grant		6.72					F8	04-DEC-2028		Common Stock		105247.0				105247.0				D			
0001352618-25-000004	1998448	Stock Option Grant		19.04					F14	22-DEC-2033		Common Stock		50170.0				50170.0				D			
0001352618-25-000004	1998447	Stock Option Grant		19.04					F3	22-DEC-2033		Common Stock		50170.0				50170.0				D			
0001352618-25-000004	1998446	Stock Option Grant		15.4					F13	23-DEC-2032		Common Stock		53125.0				53125.0				D			
0001352618-25-000004	1998445	Stock Option Grant		15.4					F3	23-DEC-2032		Common Stock		53125.0				53125.0				D			
0001352618-25-000004	1998444	Stock Option Grant		24.42					F4	07-DEC-2031		Common Stock		56615.0				56615.0				D			
0001352618-25-000004	1998443	Stock Option Grant		24.42					F3	07-DEC-2031		Common Stock		56615.0				56615.0				D			
0001352618-25-000004	1998442	Stock Option Grant		10.41					F3	01-DEC-2030		Common Stock		131950.0				131950.0				D			
0001352618-25-000004	1998441	Stock Option Grant		10.41					F12	01-DEC-2030		Common Stock		131950.0				131950.0				D			
0001352618-25-000004	1998440	Stock Option Grant		7.36					F10	03-DEC-2029		Common Stock		124401.0				124401.0				D			
0001352618-25-000004	1998439	Stock Option Grant		7.36					F3	03-DEC-2029		Common Stock		139900.0				139900.0				D			
0001352618-25-000004	1998425	Restricted Stock Unit Grant			F2				F17	01-JAN-2026		Common Stock		15700.0				15700.0				D			
0001352618-25-000004	1998426	Restricted Stock Unit Grant			F2				F18	01-JAN-2027		Common Stock		34160.0				34160.0				D			
0001352618-25-000004	1998427	Restricted Stock Unit Grant			F2				F19	01-JAN-2028		Common Stock		46226.0				46226.0				D			
0001352618-25-000004	1998428	Restricted Stock Unit Grant			F2				F15	01-JAN-2029		Common Stock		63050.0				63050.0				D			
0001352618-25-000004	1998429	Restricted Stock Unit Grant			F2				F5	01-JAN-2026		Common Stock		37680.0				37680.0				D			
0001352618-25-000004	1998430	Restricted Stock Unit Grant			F2				F5	01-JAN-2026		Common Stock		34160.0				34160.0				D			
0001352618-25-000004	1998431	Restricted Stock Unit Grant			F2				F5	01-JAN-2027		Common Stock		43145.0				43145.0				D			
0001352618-25-000004	1998432	Restricted Stock Unit Grant			F2				F5	01-JAN-2029		Common Stock		63050.0				63050.0				D			
0001352618-25-000004	1998433	Stock Option Grant		7.29					F11	22-DEC-2025		Common Stock		56193.0				56193.0				D			
0001352618-25-000004	1998434	Stock Option Grant		9.13					F6	03-MAR-2027		Common Stock		38000.0				38000.0				D			
0001352618-25-000004	1998435	Stock Option Grant		9.13					F3	03-MAR-2027		Common Stock		27360.0				27360.0				D			
0001352618-25-000004	1998436	Stock Option Grant		4.92					F7	11-DEC-2027		Common Stock		68938.0				68938.0				D			
0001352618-25-000004	1998437	Stock Option Grant		6.72					F3	04-DEC-2028		Common Stock		124200.0				124200.0				D			
0001352618-25-000004	1998449	Stock Option Grant		23.78					F9	30-OCT-2034		Common Stock		53550.0				53550.0				D			
0001406206-25-000004	1998483	Stock Option Grant		17.31					F3	22-DEC-2033		Common Stock		21640.0				21640.0				D			
0001406206-25-000004	1998484	Stock Option Grant		21.62					F3	30-OCT-2034		Common Stock		17350.0				17350.0				D			
0001406206-25-000004	1998482	Stock Option Grant		14.0					F3	23-DEC-2032		Common Stock		16640.0				16640.0				D			
0001406206-25-000004	1998481	Stock Option Grant		22.2					F3	07-DEC-2031		Common Stock		7740.0				7740.0				D			
0001406206-25-000004	1998480	Stock Option Grant		9.46					F3	01-DEC-2030		Common Stock		55050.0				55050.0				D			
0001406206-25-000004	1998479	Stock Option Grant		21.62					F13	30-OCT-2034		Common Stock		17350.0				17350.0				D			
0001406206-25-000004	1998478	Stock Option Grant		17.31					F6	22-DEC-2033		Common Stock		21640.0				21640.0				D			
0001406206-25-000004	1998477	Stock Option Grant		14.0					F5	23-DEC-2032		Common Stock		16640.0				16640.0				D			
0001406206-25-000004	1998476	Stock Option Grant		22.2					F4	07-DEC-2031		Common Stock		7740.0				7740.0				D			
0001406206-25-000004	1998475	Stock Option Grant		9.46					F1	01-DEC-2030		Common Stock		55050.0				55050.0				D			
0001406206-25-000004	1998474	Stock Option Grant		6.69					F2	03-DEC-2029		Common Stock		13770.0				13770.0				D			
0001406206-25-000004	1998473	Restricted Stock Unit Grant			F8				F7	01-JAN-2027		Common Stock		18743.0				18473.0				D			
0001406206-25-000004	1998472	Restricted Stock Unit Grant			F8				F7	01-JAN-2026		Common Stock		10355.0				10355.0				D			
0001406206-25-000004	1998471	Restricted Stock Unit Grant			F8				F7	01-JAN-2029		Common Stock		20500.0				20500.0				D			
0001406206-25-000004	1998470	Restricted Stock Unit Grant			F8				F7	01-JAN-2026		Common Stock		5232.0				5232.0				D			
0001406206-25-000004	1998469	Restricted Stock Units			F8				F12	01-JAN-2029		Common Stock		20500.0				20500.0				D			
0001406206-25-000004	1998468	Restricted Stock Unit Grant			F8				F9	01-JAN-2028		Common Stock		20081.0				20081.0				D			
0001406206-25-000004	1998467	Restricted Stock Unit Grant			F8				F11	01-JAN-2027		Common Stock		10355.0				10355.0				D			
0001406206-25-000004	1998466	Restricted Stock Unit Grant			F8				F10	01-JAN-2026		Common Stock		2180.0				2180.0				D			
0001825422-25-000003	1998637	Stock Option Grant		9.46					F1	01-DEC-2030		Common Stock		7693.0				7693.0				D			
0001825422-25-000003	1998632	Restricted Stock Units			F2				F3	01-JAN-2026		Common Stock		4188.0				4188.0				D			
0001825422-25-000003	1998635	Restricted Stock Unit Grant			F2				F3	01-JAN-2027		Common Stock		7497.0				7497.0				D			
0001825422-25-000003	1998634	Restricted Stock Unit Grant			F2				F3	01-JAN-2026		Common Stock		5178.0				5178.0				D			
0001825422-25-000003	1998633	Restricted Stock Unit Grant			F2				F3	01-JAN-2029		Common Stock		9500.0				9500.0				D			
0001825422-25-000003	1998639	Stock Option Grant		14.0					F8	23-DEC-2032		Common Stock		5027.0				5027.0				D			
0001825422-25-000003	1998638	Stock Option Grant		22.2					F7	07-DEC-2031		Common Stock		6190.0				6190.0				D			
0001825422-25-000003	1998640	Stock Option Grant		17.31					F9	22-DEC-2033		Common Stock		8660.0				8660.0				D			
0001825422-25-000003	1998641	Stock Option Grant		21.62					F10	30-OCT-2034		Common Stock		8000.0				8000.0				D			
0001825422-25-000003	1998642	Stock Option Grant		10.3					F4	02-FEB-2027		Common Stock		1054.0				1054.0				D			
0001825422-25-000003	1998643	Stock Option Grant		22.2					F6	07-DEC-2031		Common Stock		6190.0				6190.0				D			
0001825422-25-000003	1998644	Stock Option Grant		14.0					F6	23-DEC-2032		Common Stock		8320.0				8320.0				D			
0001825422-25-000003	1998645	Stock Option Grant		17.31					F6	22-DEC-2033		Common Stock		8660.0				8660.0				D			
0001825422-25-000003	1998646	Stock Option Grant		21.62					F6	30-OCT-2034		Common Stock		8000.0				8000.0				D			
0001825422-25-000003	1998628	Restricted Stock Unit Grant			F2				F12	01-JAN-2026		Common Stock		1745.0				1745.0				D			
0001825422-25-000003	1998629	Restricted Stock Unit Grant			F2				F13	01-JAN-2027		Common Stock		5177.0				5177.0				D			
0001825422-25-000003	1998630	Restricted Stock Unit Grant			F2				F14	01-JAN-2028		Common Stock		8032.0				8032.0				D			
0001825422-25-000003	1998631	Restricted Stock Unit Grant			F2				F11	01-JAN-2029		Common Stock		9500.0				9500.0				D			
0001825422-25-000003	1998636	Stock Option Grant		10.3					F5	02-FEB-2027		Common Stock		1850.0				1850.0				D			
0001774667-25-000004	1998538	Stock Option Grant		9.46					F7	01-DEC-2030		Common Stock		1275.0				1275.0				D			
0001774667-25-000004	1998539	Stock Option Grant		22.2					F1	07-DEC-2031		Common Stock		2096.0				2096.0				D			
0001774667-25-000004	1998540	Stock Option Grant		14.0					F5	23-DEC-2032		Common Stock		7003.0				7003.0				D			
0001774667-25-000004	1998541	Stock Option Grant		17.31					F6	22-DEC-2033		Common Stock		11390.0				11390.0				D			
0001774667-25-000004	1998542	Stock Option Grant		21.62					F9	30-OCT-2034		Common Stock		18700.0				18700.0				D			
0001774667-25-000004	1998543	Stock Option Grant		6.11					F4	04-DEC-2028		Common Stock		10066.0				10066.0				D			
0001774667-25-000004	1998544	Stock Option Grant		22.2					F4	07-DEC-2031		Common Stock		4644.0				4644.0				D			
0001774667-25-000004	1998545	Stock Option Grant		14.0					F4	23-DEC-2032		Common Stock		16640.0				16640.0				D			
0001774667-25-000004	1998546	Stock Option Grant		17.31					F4	22-DEC-2033		Common Stock		15620.0				15620.0				D			
0001774667-25-000004	1998547	Stock Option Grant		21.62					F4	30-OCT-2034		Common Stock		18700.0				18700.0				D			
0001774667-25-000004	1998530	Restricted Stock Unit Grant			F2				F10	01-JAN-2026		Common Stock		2180.0				2180.0				D			
0001774667-25-000004	1998531	Restricted Stock Unit Grant			F2				F11	01-JAN-2027		Common Stock		10355.0				10355.0				D			
0001774667-25-000004	1998532	Restricted Stock Unit Grant			F2				F12	01-JAN-2028		Common Stock		14494.0				14494.0				D			
0001774667-25-000004	1998533	Restricted Stock Unit Grant			F2				F8	01-JAN-2029		Common Stock		22100.0				22100.0				D			
0001774667-25-000004	1998534	Restricted Stock Unit Grant			F2				F3	01-JAN-2026		Common Stock		5232.0				5232.0				D			
0001774667-25-000004	1998535	Restricted Stock Unit Grant			F2				F3	01-JAN-2029		Common Stock		22100.0				22100.0				D			
0001774667-25-000004	1998536	Restricted Stock Unit Grant			F2				F3	01-JAN-2026		Common Stock		10355.0				10355.0				D			
0001774667-25-000004	1998537	Restricted Stock Unit Grant			F2				F3	01-JAN-2027		Common Stock		13528.0				13528.0				D			
0001677053-25-000004	1998573	Restricted Stock Unit Grant			F2				F11	01-JAN-2026		Common Stock		5232.0				5232.0				D			
0001677053-25-000004	1998572	Restricted Stock Unit Grant			F2				F6	01-JAN-2029		Common Stock		12650.0				12650.0				D			
0001677053-25-000004	1998575	Restricted Stock Unit Grant			F2				F11	01-JAN-2026		Common Stock		6475.0				6475.0				D			
0001677053-25-000004	1998576	Restricted Stock Unit Grant			F2				F11	01-JAN-2027		Common Stock		10241.0				10241.0				D			
0001677053-25-000004	1998577	Stock Option Grant		21.62					F7	30-OCT-2034		Common Stock		10700.0				10700.0				D			
0001677053-25-000004	1998578	Stock Option Grant		17.31					F3	22-DEC-2033		Common Stock		11825.0				11825.0				D			
0001677053-25-000004	1998579	Stock Option Grant		21.62					F3	30-OCT-2034		Common Stock		10700.0				10700.0				D			
0001677053-25-000004	1998580	Stock Option Grant		22.2					F1	07-DEC-2031		Common Stock		1774.0				1774.0				D			
0001677053-25-000004	1998581	Stock Option Grant		14.0					F4	23-DEC-2032		Common Stock		4986.0				4986.0				D			
0001677053-25-000004	1998582	Stock Option Grant		17.31					F5	22-DEC-2033		Common Stock		8622.0				8622.0				D			
0001677053-25-000004	1998583	Stock Option Grant		22.2					F3	07-DEC-2031		Common Stock		4644.0				4644.0				D			
0001677053-25-000004	1998584	Stock Option Grant		14.0					F3	23-DEC-2032		Common Stock		9365.0				9365.0				D			
0001677053-25-000004	1998574	Restricted Stock Unit Grant			F2				F11	01-JAN-2029		Common Stock		12650.0				12650.0				D			
0001677053-25-000004	1998571	Restricted Stock Unit Grant			F2				F10	01-JAN-2028		Common Stock		10972.0				10972.0				D			
0001677053-25-000004	1998570	Restricted Stock Unit Grant			F2				F9	01-JAN-2027		Common Stock		6475.0				6475.0				D			
0001677053-25-000004	1998569	Restricted Stock Unit Grant			F2				F8	01-JAN-2026		Common Stock		2180.0				2180.0				D			
0001782925-25-000004	1998608	Restricted Stock Unit Grant			F4				F5	01-JAN-2026		Common Stock		8396.0				8396.0				D			
0001782925-25-000004	1998604	Restricted Stock Unit Grant			F4				F10	01-JAN-2026		Common Stock		3490.0				3490.0				D			
0001782925-25-000004	1998610	Restricted Stock Unit Grant			F4				F5	01-JAN-2026		Common Stock		7260.0				7260.0				D			
0001782925-25-000004	1998611	Restricted Stock Unit Grant			F4				F5	01-JAN-2027		Common Stock		12495.0				12495.0				D			
0001782925-25-000004	1998612	Stock Option Grant		21.62					F9	30-OCT-2034		Common Stock		16700.0				16700.0				D			
0001782925-25-000004	1998613	Stock Option Grant		17.31					F1	22-DEC-2033		Common Stock		14430.0				14430.0				D			
0001782925-25-000004	1998614	Stock Option Grant		21.62					F1	30-OCT-2034		Common Stock		16700.0				16700.0				D			
0001782925-25-000004	1998615	Stock Option Grant		9.46					F2	01-DEC-2030		Common Stock		1975.0				1975.0				D			
0001782925-25-000004	1998616	Stock Option Grant		22.2					F3	07-DEC-2031		Common Stock		2837.0				2837.0				D			
0001782925-25-000004	1998617	Stock Option Grant		14.0					F6	23-DEC-2032		Common Stock		5381.0				5381.0				D			
0001782925-25-000004	1998618	Stock Option Grant		17.31					F7	22-DEC-2033		Common Stock		10522.0				10522.0				D			
0001782925-25-000004	1998619	Stock Option Grant		22.2					F1	07-DEC-2031		Common Stock		7428.0				7428.0				D			
0001782925-25-000004	1998620	Stock Option Grant		14.0					F1	23-DEC-2032		Common Stock		10107.0				10107.0				D			
0001782925-25-000004	1998607	Restricted Stock Unit			F4				F8	01-JAN-2029		Common Stock		19700.0				19700.0				D			
0001782925-25-000004	1998606	Restricted Stock Unit Grant			F4				F12	01-JAN-2028		Common Stock		13387.0				13387.0				D			
0001782925-25-000004	1998605	Restricted Stock Unit Grant			F4				F11	01-JAN-2027		Common Stock		6985.0				6985.0				D			
0001782925-25-000004	1998609	Restricted Stock Unit Grant			F4				F5	01-JAN-2029		Common Stock		19700.0				19700.0				D			
0001437749-25-032632	1998511	Non-Qualified Stock Option (Right to Purchase)		4.76					F1	13-JUN-2029		Common Stock		15000.0				15000.0				D			
0001437749-25-032632	1998513	Non-Qualified Stock Option (Right to Purchase)		7.98					F3	09-JUN-2031		Common Stock		19000.0				19000.0				D			
0001437749-25-032632	1998512	Non-Qualified Stock Option (Right to Purchase)		7.11					F2	04-JAN-2031		Common Stock		25000.0				25000.0				D			
0001193125-25-261127	1998424	Warrants (right to buy)		0.45				24-OCT-2025	F3	24-OCT-2028		Common Stock		14791440.0	F3, F4							I		By Funds	F2
0002058067-25-000015	1998461	Class B Common Stock			F1				F1		F1	Class A Common Stock		14593347.0				14593347.0				D			
0002058067-25-000015	1998465	Class B Common Stock			F1				F1		F1	Class A Common Stock		5402057.0				5402057.0				I		2023 Venturo Family GRAT dated June 30, 2023	F16
0002058067-25-000015	1998464	Class B Common Stock			F1				F1		F1	Class A Common Stock		4271000.0				4271000.0				I		Venturo Family GST Exempt Trust dated June 30, 2023	F15
0002058067-25-000015	1998463	Class B Common Stock			F1				F1		F1	Class A Common Stock		1788596.0				1788596.0				I		Venturo Family 2024 Friends and Family GRAT	F14
0002058067-25-000015	1998462	Class B Common Stock			F1				F1		F1	Class A Common Stock		2001900.0				2001900.0				I		By Spouse	F13
0000310354-25-000031	1998505	Restricted Stock Units			F4				F4		F4	Common Stock		291.0								D			
