ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,TRANS_FORM_TYPE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN
0001104659-25-006704,2465777,Class B Common Stock,,,,100000.0,,,,I,,By spouse,
0001104659-25-006704,2465778,Class B Common Stock,,,,92654.0,,,,I,,By 401(K) Plan,
0001723596-25-000026,2427507,Common Stock,,,,3018.0,,,,I,,,
0001723596-25-000026,2427506,Common Stock,,,,6704.0,,,,I,,By Stock Award III,F2
0001723596-25-000026,2427504,Common Stock,,,,36916.0,,,,D,,By IRA,
0001723596-25-000026,2427505,Common Stock,,,,44447.0,,,,I,,By Roth IRA,
0001723596-25-000025,2569321,Common Stock,,,,45.0,,,,I,,By SIM,
0001723596-25-000025,2569322,Common Stock,,,,14.0,,,,I,,By Stock Award,F2
0001723596-25-000025,2569323,Common Stock,,,,649.0,,,,I,,By Stock Award II,F3
0001723596-25-000025,2569324,Common Stock,,,,7817.0,,,,I,,By Stock Award III,F4
0001723596-25-000025,2569325,Common Stock,,,,7597.0,,,,I,,,
0001723596-25-000025,2569319,Common Stock,,,,2008.0,,,,D,,By ESOP,
0001723596-25-000025,2569320,Common Stock,,,,982.0,,,,I,,By SERP,
0001723596-25-000024,2365502,Common Stock,,,,30501.0,,,,D,,By SEP-IRA,
0001723596-25-000024,2365503,Common Stock,,,,46280.0,,,,I,,By Stock Award III,F2
0001723596-25-000024,2365504,Common Stock,,,,3018.0,,,,I,,,
0001723596-25-000023,2455476,Common Stock,,,,5854.0,,,,I,,By SIM,
0001723596-25-000023,2455477,Common Stock,,,,4683.0,,,,I,,By Stock Award II,F2
0001723596-25-000023,2455475,Common Stock,,,,5514.0,,,,I,,By SERP,
0001723596-25-000023,2455474,Common Stock,,,,62607.0,,,,D,,By ESOP,
0001723596-25-000023,2455478,Common Stock,,,,15917.0,,,,I,,By Stock Award III,F3
0001723596-25-000023,2455479,Common Stock,,,,13824.0,,,,I,,,
0001723596-25-000022,2333170,Common Stock,,,,17130.0,,,,I,,By ESOP,
0001723596-25-000022,2333169,Common Stock,,,,59169.0,,,,D,,By 401(k),
0001723596-25-000022,2333171,Common Stock,,,,6451.0,,,,I,,By SERP,
0001723596-25-000022,2333172,Common Stock,,,,6602.0,,,,I,,By SIM,
0001723596-25-000022,2333173,Common Stock,,,,4214.0,,,,I,,By Stock Award II,F2
0001723596-25-000022,2333174,Common Stock,,,,15159.0,,,,I,,By Stock Award III,F3
0001723596-25-000022,2333175,Common Stock,,,,13165.0,,,,I,,,
0001437749-25-002022,2374558,Common Stock,,,,537370.0,"F1, F2, F3, F5",,,D,,,
0000039311-25-000015,2413153,Common Stock,,,,3204.32,,,,I,,By ESOP,
0001437749-25-002021,2319080,Common Stock,,,,7925.0,,,,I,,,
0001437749-25-002021,2319079,Common Stock,,,,43295.0,"F1, F4, F3, F2",,,D,,By IRA,
0000040545-25-000011,2375279,Common Stock,,,,8384.0,,,,D,,by descendant,
0000040545-25-000011,2375280,Common Stock,,,,1.0,,,,I,,,
0001062993-25-001184,2370990,Common Stock,,,,48.21,,,,I,,Through Employee Stock Purchase Plan,
0001062993-25-001184,2370991,Common Stock,,,,1633.25,,,,I,,Through 401(k) Plan,
0000950170-25-009804,2376008,Common Stock,,,,500.0,,,,I,,See Explanation of Responses,F2
0001127602-25-002105,2675245,Common Stock,,,,9671.0,,,,I,,By Spouse,
0001127602-25-002105,2675244,Common Stock,,,,4396.0,,,,I,,By Daughter,
0000950170-25-009797,2757207,Common Stock,,,,11000.0,,,,I,,See Footnote.,F2
0000950170-25-009797,2757206,Common Stock,,,,16000.0,,,,I,,See Footnote.,F1
0001401521-25-000017,2424887,Common Stock,,,,19618.0,,,,I,,"Beneficial Ownership, Held by Spouse's IRA",
0001401521-25-000017,2424888,Common Stock,,,,364267.0,,,,D,F2,,
0001104659-25-006688,2628552,Common Stock,,,,300902.0,,,,I,,Held by MAZ Partners LP,F2
0000950170-25-009792,2765469,Common Stock,,,,28950.0,,,,I,,See footnotes,F4
0000950170-25-009792,2765468,Common Stock,,,,31298.0,,,,I,,See footnotes,F3
0000039311-25-000014,2627732,Common Stock,,,,8294.18,,,,I,,By ESOP,
0001562180-25-000607,2343347,Common Stock,,,,934.0,F1,,,D,,,
0001571123-25-000006,2548498,Common Stock,,,,10969.0,,,,D,,,
0001716070-25-000011,2679112,Class A Common Stock,,,,278.65,F1,,,D,,,
0001562180-25-000606,2775998,Common Stock,,,,26591.0,,,,D,,,
0001562180-25-000605,2754434,Common Stock,,,,11173.0,,,,D,,,
0001062993-25-001181,2399997,Common Stock,,,,1421.1,,,,I,,Through 401(k) Plan,
0001062993-25-001181,2399996,Common Stock,,,,671.98,,,,I,,Through Employee Stock Purchase Plan,
0001062993-25-001180,2642954,Common Stock,,,,4808.08,,,,I,,Through 401(k) Plan,
0001062993-25-001180,2642953,Common Stock,,,,216.28,,,,I,,Through Employee Stock Purchase Plan,
0001062993-25-001178,2452428,Common Stock,,,,8627.92,,,,I,,Through 401(k) Plan,
0001062993-25-001178,2452427,Common Stock,,,,2379.7,,,,I,,Through Employee Stock Purchase Plan,
0001437749-25-002015,2404644,Common Stock,,,,34530.0,"F1, F3",,,D,,By Foundation,
0001437749-25-002015,2404647,Common Stock,,,,6027.0,,,,I,,,
0001437749-25-002015,2404646,Common Stock,,,,34720.0,,,,I,,By Trust,
0001437749-25-002015,2404645,Common Stock,,,,7460.0,,,,I,,By LLC,
0001437749-25-002013,2668405,Common Stock,,,,6027.0,,,,I,,,
0001437749-25-002013,2668403,Common Stock,,,,7460.0,,,,I,,By LLC,
0001437749-25-002013,2668404,Common Stock,,,,34720.0,,,,I,,By Trust,
0001437749-25-002013,2668402,Common Stock,,,,34530.0,"F1, F3",,,D,,By Foundation,
0002052587-25-000003,2818125,"Common Stock, par value $0.001 per share",F1,,,34430.0,,,,D,,Boniuk Interests Ltd,
0002052587-25-000003,2818128,"Common Stock, par value $0.001 per share",F1,,,343135.0,,,,I,,,
0002052587-25-000003,2818127,"Common Stock, par value $0.001 per share",F1,,,138843.0,,,,I,,,
0002052587-25-000003,2818126,"Common Stock, par value $0.001 per share",F1,,,9743.0,,,,D,,Milton Boniuk IRA,
0001437749-25-002011,2382136,Common Stock,,,,6027.0,,,,I,,By Trust,
0001437749-25-002011,2382134,Common Stock,,,,7460.0,,,,I,,By Foundation,
0001437749-25-002011,2382135,Common Stock,,,,34720.0,,,,I,,By LLC,
0001437749-25-002009,2810598,Common Stock,,,,9751.0,"F1, F3",,,D,,By Partnership,
0001437749-25-002009,2810599,Common Stock,,,,3700.0,,,,I,,By 401(k),
0001437749-25-002009,2810600,Common Stock,,,,416.0,,,,I,,,
0001437749-25-002007,2325638,Common Stock,,,,9751.0,"F3, F1",,,D,,By Partnership,
0001437749-25-002007,2325639,Common Stock,,,,3700.0,,,,I,,By 401(k),
0001437749-25-002007,2325640,Common Stock,,,,416.0,,,,I,,,
0001437749-25-002005,2706598,Common Stock,,,,3700.0,,,,I,,By Partnership,
0001437749-25-002005,2706599,Common Stock,,,,416.0,,,,I,,By 401(k),
0001437749-25-002002,2729140,Common Stock,,,,851.0,"F1, F3",,,D,,,
0001437749-25-002000,2380530,Common Stock,,,,851.0,"F1, F3",,,D,,,
0001437749-25-001996,2310130,Common Stock,,,,4701.0,"F1, F3",,,D,,By Spouse,
0001437749-25-001996,2310131,Common Stock,,,,200.0,,,,I,,,
0001437749-25-001994,2813650,Common Stock,,,,200.0,,,,I,,,
0001437749-25-001994,2813649,Common Stock,,,,4701.0,"F1, F3",,,D,,By Spouse,
0001437749-25-001992,2522822,Common Stock,,,,200.0,,,,I,,By Spouse,
0001437749-25-001990,2529082,Common Stock,,,,268685.0,"F1, F3",,,D,,,
0001437749-25-001988,2353781,Common Stock,,,,268685.0,"F3, F1",,,D,,,
0001127602-25-002082,2782379,Common Stock,,,,46149.0,,,,I,,401(k),
0001127602-25-002082,2782378,Common Stock,,,,22442.0,,,,I,,Exec Comp Plan,
0001127602-25-002082,2782377,Common Stock,,,,14774.0,,,,I,,By Spouse,
0001493225-25-000021,2371410,Common Stock,,,,4000.0,,,,I,,Roth IRA,
0001493225-25-000021,2371408,Common Stock,,,,6547.1,F3,,,I,,ESOP,
0001493225-25-000021,2371409,Common Stock,,,,2238.58,F3,,,I,,401(k),
0001493225-25-000019,2527461,Common Stock,,,,33098.59,F3,,,I,,By ESOP,
0001493225-25-000019,2527462,Common Stock,,,,12166.07,F3,,,I,,By 401(k),
0001493225-25-000018,2557509,Common Stock,,,,24555.58,F3,,,I,,By 401(k),
0001493225-25-000018,2557508,Common Stock,,,,32892.43,F3,,,I,,By ESOP,
0001493225-25-000017,2653341,Common Stock,,,,62946.21,F3,,,I,,By 401(k),
0001493225-25-000017,2653340,Common Stock,,,,51871.46,F3,,,I,,By ESOP,
0001493225-25-000016,2643763,Common Stock,,,,33181.0,,,,I,,By IRA 2,
0001493225-25-000016,2643765,Common Stock,,,,841.0,,,,I,,By Spouse's IRA,
0001493225-25-000016,2643764,Common Stock,,,,7041.0,,,,I,,By IRA 1,
0001493225-25-000015,2332778,Common Stock,,,,6763.0,F2,,,I,,By Spouse's IRA 1,
0001493225-25-000015,2332779,Common Stock,,,,7651.0,F2,,,I,,By IRA 1,
0001493225-25-000013,2356851,Common Stock,,,,37460.0,,,,I,,By SEP,
0001493225-25-000013,2356852,Common Stock,,,,21000.0,,,,I,,By IRA,
0001493225-25-000012,2423794,Common Stock,,,,119424.0,,,,I,F2,By Spouse,
0001493225-25-000011,2459768,Common Stock,,,,30000.0,,,,I,,By Trust 6,
0001493225-25-000011,2459771,Common Stock,,,,7000.0,,,,I,,By Spouse,
0001493225-25-000011,2459770,Common Stock,,,,48332.0,,,,I,,By Trust 5,
0001493225-25-000011,2459769,Common Stock,,,,35000.0,,,,I,,By IRA 2,
0001493225-25-000011,2459767,Common Stock,,,,10000.0,,,,I,,SEP 1,
0001505732-25-000007,2370292,Common Stock,,,,100.0,,,,D,,,
0001493225-25-000007,2651128,Common Stock,,,,3500.0,,,,I,,By 401(k),
0001482512-25-000015,2676250,"Common Stock, par value $0.01",,,,3540.0,,,,I,,By IRA.,
0001127602-25-002079,2704695,Common Stock,,,,1017.0,,,,I,,Spouse,
0001127602-25-002079,2704694,Common Stock,,,,1296.51,,,,I,,401k Plan,
0001593968-25-000149,2603609,Common Stock,,,,5752.0,,,,D,,,
0001127602-25-002076,2621623,Common Stock,,,,5194.79,,,,I,,By 401(k) Plan,F1
0001127602-25-002073,2721411,Common Stock,,,,9679.93,,,,I,,By 401k Plan,
0001127602-25-002073,2721412,Common Stock,,,,5327.31,,,,I,,by Deferred Compensation Plan,
0001127602-25-002072,2608444,Common Stock,,,,2005.28,,,,I,,By Deferred Compensation Plan,
0001127602-25-002069,2694413,Common Stock,,,,2601.51,,,,I,,By Ira,
0001127602-25-002069,2694412,Common Stock,,,,7566.16,,,,I,,By Deferred Compensation Plan,
0001127602-25-002069,2694411,Common Stock,,,,4415.92,,,,I,,By 401k Plan,
0001127602-25-002067,2754493,Common Stock,,,,3070.83,,,,I,,By 401K plan,
0001127602-25-002066,2743385,Common Stock,,,,1239.25,,,,I,,by 401k Plan,
0001127602-25-002064,2444383,Common Stock,,,,65503.4,,,,I,,By Deferred Compensation Plan,
0001127602-25-002063,2578758,Common Stock,,,,4105.26,,,,I,,By Deferred Compensation Plan,
0001127602-25-002063,2578757,Common Stock,,,,3873.61,,,,I,,By 401k,
0001127602-25-002062,2702735,Common Stock,,,,8674.21,,,,I,,by Deferred Compensation Plan,
0001127602-25-002061,2352496,Common Stock,,,,6257.47,,,,I,,By Deferred Comp Plan,
0001127602-25-002061,2352495,Common Stock,,,,3383.72,,,,I,,By 401K,
0001127602-25-002060,2416444,Common Stock,,,,16035.62,,,,I,,By Deferred Compensation Plan,
0001127602-25-002060,2416445,Common Stock,,,,4050.0,,,,I,,by IRA,
0001127602-25-002059,2425006,Common Stock,,,,0.0,,,,I,,By Spouse's IRA,
0001127602-25-002059,2425005,Common Stock,,,,129869.0,,,,I,,by LLC 3,F3
0001127602-25-002059,2425007,Common Stock,,,,45892.0,,,,I,F2,By Trusts 1,
0001127602-25-002059,2425008,Common Stock,,,,16454.0,,,,I,F4,By Trusts 2,
0001127602-25-002059,2425004,Common Stock,,,,56224.0,,,,I,,By LLC 2,
0001127602-25-002059,2425001,Common Stock,,,,13089.39,,,,I,,By Deferred Compensation Plan,
0001127602-25-002059,2425002,Common Stock,,,,1960.0,,,,I,,By IRA,
0001127602-25-002059,2425003,Common Stock,,,,50236.0,,,,I,F2,By LLC 1,
0001127602-25-002057,2465630,Common Stock,,,,3283.69,,,,I,,by Deferred Compensation Plan,
0001127602-25-002056,2304273,Common Stock,,,,3252.26,,,,I,,by Deferred Compensation Plan,
0000100885-25-000032,2697523,Common Stock,F2,,,5801.72,,,,I,,By Deferral Account,
0000100885-25-000031,2742575,Common Stock,,,,9666.0,,,,I,,by Trust,
0000100885-25-000031,2742574,Common Stock,F2,,,14635.51,,,,I,,By Deferral Account,
0000100885-25-000031,2742576,Common Stock,,,,5935.0,,,,I,,by Trust 2,
0001127602-25-002055,2317145,Common Stock,,,,6280.05,,,,I,,by Deferred Compensation Plan,
0001127602-25-002054,2741187,Common Stock,,,,6106.0,,,,I,,by IRA,
0001127602-25-002054,2741189,Common Stock,,,,244.0,,,,I,,By Spouse,
0001127602-25-002054,2741188,Common Stock,,,,13814.0,,,,I,F2,By LLC,
0001127602-25-002054,2741186,Common Stock,,,,4886.05,,,,I,,by Deferred Comp,
0001127602-25-002054,2741184,Common Stock,,,,11980.0,,,,I,,As Custodian for Children,
0001127602-25-002054,2741185,Common Stock,,,,0.0,,,,I,,by 401k,
0001127602-25-002053,2762676,Common Stock,,,,271146.35,,,,I,,by Trust,F2
0001127602-25-002053,2762677,Common Stock,,,,4850.52,,,,I,,By Deferred Compensation Plan,
0000879635-25-000019,2645804,"Mid Penn Bancorp, Inc. Common Restricted Stock",,,,27697.0,F2,,,D,,,
0000879635-25-000019,2645803,"Mid Penn Bancorp, Inc. Common Stock",,,,49539.12,F1,,,D,,,
0000950170-25-009536,2619636,"Common Stock, par value $0.10 per share",,,,5574.0,,,,I,,401(k),
0000950170-25-009523,2600364,"Common Stock, par value $0.10 per share",,,,3533.0,,,,I,,401(k),
0000950170-25-009523,2600365,"Common Stock, par value $0.10 per share",,,,200.0,,,,I,,Husband,
0000950170-25-009517,2709583,"Common Stock, par value $0.10 per share",,,,1521.0,,,,I,,401(k),
0000886206-25-000024,2503444,common shares,,,,14731.0,F1,,,I,,by Shrimp Toast Ltd.,
0001079973-25-000150,2743819,Common Stock,F1,,,158254.0,,,,D,,,
0001437749-25-001960,2369245,Common Stock,,,,27904.0,,,,I,,Trust-Directors' Deferred Comp Plan,
0001437749-25-001959,2345671,Common Stock,,,,7780.0,F1,,,I,,by 401k/ESOP-FBO William Dishman,
0001437749-25-001959,2345670,Common Stock,,,,3300.0,,,,I,,By Spouse,
0001225208-25-000934,2316358,Common Stock,,,,104.52,F6,,,I,,By 401(k) Plan,
0001562180-25-000577,2571527,Common Stock,,,,433.0,F3,,,D,,,
0001562180-25-000576,2650509,Common Stock,,,,806.0,F3,,,D,,,
0001562180-25-000575,2416276,Common Stock,,,,1811.0,F3,,,D,,,
0001562180-25-000574,2777706,Common Stock,,,,1080.0,F3,,,D,,,
0001562180-25-000573,2418546,Common Stock,,,,1251.0,F3,,,D,,,
0001562180-25-000572,2527991,Common Stock,,,,10188.0,F3,,,D,,,
0001562180-25-000571,2570271,Common Stock,,,,60123.0,F3,,,D,,,
0001562180-25-000570,2663868,Common Stock,,,,8477.0,F3,,,D,,,
0001562180-25-000569,2443142,Common Stock,,,,53372.0,F3,,,D,,,
0001562180-25-000568,2509716,Common Stock,,,,41497.0,F3,,,D,,,
0001562180-25-000567,2513992,Common Stock,,,,18479.0,F3,,,D,,,
0001562180-25-000566,2526177,Common Stock,,,,27303.0,F3,,,D,,"Dallas Financial Holdings, LLC",
0001562180-25-000566,2526178,Common Stock,,,,1773396.0,F4,,,I,,,
0001562180-25-000565,2810680,Common Stock,,,,1773396.0,F4,,,I,,,
0001562180-25-000565,2810679,Common Stock,,,,38476.0,F3,,,D,,"Dallas Financial Holdings, LLC",
0001562180-25-000564,2658316,Common Stock,,,,116796.0,F3,,,D,,,
0001562180-25-000563,2602862,Common Stock,,,,247465.0,F4,,,I,,,
0001562180-25-000563,2602861,Common Stock,,,,40102.0,,,,I,,Financial Planning Analysts Dispositive Shares,
0001562180-25-000563,2602860,Common Stock,,,,71802.0,F3,,,D,,Financial Planning Analysts,
0001437749-25-001948,2574522,Common Stock,,,,5000.0,,,,I,,By child #1,
0001437749-25-001948,2574521,Common Stock,,,,5580.0,,,,I,,By IRA #1,
0001437749-25-001948,2574524,Common Stock,,,,2149819.0,,,,I,,"McConnell Legacy Investments, LLC",F3
0001437749-25-001948,2574523,Common Stock,,,,5000.0,,,,I,,By child #2,
0000947871-25-000078,2492383,Common Stock,,,,1000000.0,,,,I,,By son (shares Reporting Person's household),
0001493152-25-003888,2347168,"Class A Common Stock, par value $0.0001",,,,5000.0,,,,D,,,
0000950142-25-000208,2686287,Class A common stock,,,,26559.0,,,,D,F6,,
0000950142-25-000208,2686286,Class A common stock,,,,520666.0,,,,I,,See footnote,F1
0000950170-25-009412,2425259,Class A Common Stock,,,,1825030.0,,,,I,,"By WME IMG, LLC","F3, F2"
0001562180-25-000561,2412525,Common Stock 401(k),,,,14417.76,F1,,,D,,,
0001562180-25-000561,2412524,Common Stock,,,,4019.0,,,,D,,,
0001562180-25-000560,2331747,Common Stock,,,,38935.43,,,,D,,,
0001593968-25-000148,2663890,Common Stock,,,,2030.0,,,,I,,By Trust,
0001127602-25-002042,2606751,Common Stock,,,,3210.22,,,,I,,ESOP,
0001127602-25-002040,2621165,Common Stock,,,,220.55,,,,D,,ESOP,
0001127602-25-002040,2621166,Common Stock,,,,422.46,,,,I,,IRA,
0001127602-25-002040,2621167,Common Stock,,,,1821.0,,,,I,,,
0001127602-25-002038,2465522,Common Stock,,,,259.4,,,,D,,ESOP,
0001127602-25-002038,2465523,Common Stock,,,,546.95,,,,I,,,
0001127602-25-002036,2336436,Common Stock,,,,1712.81,,,,I,,ESOP,
0001562180-25-000559,2419495,Common Stock,,,,13095.0,,,,D,,,
0001562180-25-000559,2419496,Common Stock 401(k),,,,5816.01,F1,,,D,,,
0001562180-25-000558,2499795,Common Stock 401(k),,,,2499.61,F1,,,D,,,
0001562180-25-000558,2499796,Common Stock,,,,15733.0,,,,D,,,
0001562180-25-000557,2447800,Common Stock,,,,700.0,,,,D,,,
0001562180-25-000557,2447801,Common Stock 401(k),,,,6497.4,F1,,,D,,,
0001562180-25-000556,2338917,Common Stock,,,,27614.0,,,,D,,,
0001562180-25-000556,2338918,Common Stock 401(k),,,,8391.94,F1,,,D,,,
0001562180-25-000555,2319533,Common Stock 401(k),,,,8871.47,F1,,,D,,,
0001562180-25-000555,2319532,Common Stock,,,,1477.0,,,,D,,,
0001562180-25-000554,2337166,Common Stock 401(k),,,,22851.08,F1,,,D,,Spouse 401(k),
0001562180-25-000554,2337167,Common Stock,,,,12241.0,,,,I,,,
0001562180-25-000554,2337168,Common Stock (k),,,,37778.74,F1,,,I,,,
0001562180-25-000554,2337165,Common Stock,,,,77204.0,,,,D,,Spouse,
0001562180-25-000553,2640032,Common Stock 401(k),,,,6709.81,F1,,,D,,,
0001562180-25-000553,2640031,Common Stock,,,,12650.36,,,,D,,,
0000950170-25-009398,2408469,Class A Common Stock,,,,1825030.0,,,,I,,"By WME IMG, LLC",F14
0001562180-25-000552,2432733,Common Stock 401(k),,,,14782.22,F1,,,D,,,
0001562180-25-000552,2432732,Common Stock,,,,313955.0,,,,D,,,
0001127602-25-002034,2473985,Common Stock,,,,330.78,,,,I,,ESOP,
0001127602-25-002032,2577935,Common Stock,,,,13834.0,,,,I,,By Trust,
0001127602-25-002032,2577934,Common Stock,,,,1682.32,,,,I,,Esop,
0000950170-25-009393,2563490,Class A Common Stock,,,,66179.0,,,,D,,,
0000950170-25-009393,2563489,Class A Common Stock,,,,1825030.0,,,,I,,"By WME IMG, LLC",F14
0001562180-25-000551,2598771,Common Stock,,,,1644.0,,,,I,,,
0001562180-25-000551,2598769,Common Stock,,,,4050.0,,,,D,,By Spouse,
0001562180-25-000551,2598770,Common Stock 401(k),,,,12361.51,F1,,,D,,,
0001562180-25-000550,2732415,Common Stock 401(k),,,,24313.67,F1,,,D,,,
0001562180-25-000550,2732416,Common Stock,,,,168.0,,,,I,,,
0001562180-25-000550,2732414,Common Stock,,,,86434.0,,,,D,,Trust (spouse),
0001437749-25-001936,2395426,Common Stock,,,,0.0,,,,D,,,
0000950170-25-009391,2325040,"Common Stock, par value $0.001 per share (""Common Stock"")",,,,1710000.0,,,,D,F1,,
0001104659-25-006429,2436716,Common Stock,,,,44236.0,,,,D,,,
0000950170-25-009388,2363933,Common Shares,,,,14300.0,,,,I,,By Spouse,
0001562180-25-000549,2814438,Common Stock,,,,7493.0,,,,D,,401(k),
0001562180-25-000549,2814439,Common Stock 401(k),,,,408.0,,,,I,,,
0001562180-25-000548,2795191,Common Stock,,,,16539.0,,,,D,,,
0001562180-25-000547,2467717,Common Stock 401(k),,,,10755.44,F1,,,D,,,
0001562180-25-000547,2467716,Common Stock,,,,8235.0,,,,D,,,
0001544031-25-000002,2370584,COMMON STOCK,F2,,,7049.0,,,,I,,ESOP TRUST,
0001013594-25-000079,2649738,Class A Common Stock,F1,,,26550000.0,,,,I,,"By: Troluce Special Opportunities II, LP",F2
0001013594-25-000079,2649739,Class A Common Stock,F1,,,9000000.0,,,,I,,By: Troluce Nexus Fund LP,F2
0001593968-25-000146,2324996,Common Stock,,,,288444.0,,,,I,,By Trust,
0001562180-25-000544,2536357,Common Stock,,,,35491.0,F1,,,D,,401(k),
0001562180-25-000544,2536358,Common Stock 401(k),,,,10209.0,,,,I,,,
0001415889-25-002152,2355855,Class A Common Stock,,,,47.0,,,,I,,By TVL Management Corp.,F6
0001415889-25-002152,2355856,Class A Common Stock,,,,250956.0,,,,D,,,
0000810893-25-000009,2544930,COMMON SHARES,,,,39561.2,F1,,,I,,BY CHILD 2 TRUST,
0000810893-25-000009,2544929,COMMON SHARES,,,,39561.2,F1,,,I,,BY CHILD 1 TRUST,
0001654954-25-000822,2390975,Common Stock,,,,51791325.0,,,,I,,Through The SGK 2018 Revocable Trust,
0001654954-25-000822,2390976,Common Stock,,,,3000.0,,,,I,,By Spouse,
0001654954-25-000816,2705143,Common stock,,,,2867.0,,,,I,,By minor child,F7
0000950170-25-009350,2407853,Class A Common Stock,,,,48835.0,,,,I,,See Footnote,F2
0000950170-25-009343,2674205,Class A Common Stock,,,,346209.0,F1,,,D,,,
0000950170-25-009342,2770681,Class A Common Stock,,,,102136.0,F1,,,D,,,
0000950170-25-009339,2495889,Class A Common Stock,,,,536076.0,F1,,,D,,,
0002053782-25-000002,2815119,COMMON STOCK,,,,7131.0,F1,,,D,,,
0000950170-25-009334,2522757,Class A Common Stock,,,,546679.0,F1,,,D,,,
0001214659-25-001379,2421529,Class A Common Stock,,,,42073.0,,,,I,,By trust.,
0001214659-25-001379,2421528,Class A Common Stock,,,,69518.0,,,,I,,By spouse as trustee.,
0001214659-25-001379,2421527,Class A Common Stock,,,,1400000.0,,,,I,,By trust.,
0001214659-25-001378,2516257,Class A Common Stock,,,,16820.0,,,,I,,By trust.,
0001214659-25-001378,2516259,Class A Common Stock,,,,1400000.0,F2,,,I,,By trust.,
0001214659-25-001378,2516258,Class A Common Stock,,,,40500.0,F2,,,I,,By trust.,
0000950170-25-009326,2599760,Common Stock,,,,20000.0,,,,I,,By EA Irrevocable Trust,F1
0000950170-25-009326,2599762,Common Stock,,,,20000.0,,,,I,,By JL Irrevocable Trust,F1
0000950170-25-009326,2599761,Common Stock,,,,20000.0,,,,I,,By CM Irrevocable Trust,F1
0001746473-25-000015,2588250,Common Stock,,,,3821.0,,,,I,,See Footnote,F2
0001746473-25-000015,2588252,Common Stock,,,,13985.0,,,,I,,See Footnote,F4
0001746473-25-000015,2588251,Common Stock,,,,13985.0,,,,I,,See footnote,F3
0001421517-25-000008,2598920,Common Stock,,,,5568.0,,,,I,,Spouse,
0001421517-25-000006,2456722,Common Stock,,,,32750.0,,,,I,,David and Rhonda Moon JCP,
0001746473-25-000009,2598155,Common Stock,,,,409317.0,,,,I,,See footnote,F2
0001732802-25-000002,2505973,Class I Common Shares,,,,,,100.0,,I,,First Trust Capital Management L.P.,F1
0001732802-25-000001,2395690,Class I Common Shares,,,,,,100.0,,I,,First Trust Capital Management L.P.,F1
0001564301-25-000002,2688400,Common Stock,,,,66026.3,,,,I,,by Trust,
0001732966-25-000002,2423009,Class I Common Shares,,,,,,100.0,,I,,First Trust Capital Management L.P.,F1
0001732966-25-000001,2760942,Class I Common Shares,,,,,,100.0,,I,,First Trust Capital Management L.P.,F1
0001562180-25-000540,2808563,Common Stock,,,,674.11,,,,I,,By 401(k),F2
0001562180-25-000539,2717036,Common Stock,,,,614.17,,,,I,,By 401(k),F2
0001562180-25-000538,2726059,Common Stock,,,,2466.91,,,,I,,By 401(k),F2
0001562180-25-000537,2472832,Common Stock,,,,9535.16,,,,I,,By 401(k),F2
0001562180-25-000536,2446542,Common Stock,,,,2640.05,,,,I,,By 401(k),F2
0000950170-25-009314,2598258,Common Shares,,,,1649.0,F1,,,I,,,
0000950170-25-009314,2598256,Common Shares,,,,187507.0,,,,D,,By IRA (Merrill-Lynch),
0000950170-25-009314,2598257,Common Shares,,,,2000.0,,,,I,,By IRA (Vanguard),
0001562180-25-000535,2647066,Common Stock,,,,1491.51,,,,I,,By 401(k),F2
0001562180-25-000534,2692186,Common Stock,,,,4339.87,,,,I,,By 401(k),F2
0001562180-25-000533,2535803,Common Stock,,,,2718.31,,,,I,,By 401(k),F2
0001584509-25-000028,2747014,Common Stock,,,,15000.0,,,,I,,By Trust,
0001584509-25-000026,2641163,Common Stock,,,,12475.0,,,,I,,By Trust,
0001604488-25-000009,2571537,Class I Common Shares,,,,,,100.0,,D,,,
0001604488-25-000008,2355948,Class I Common Shares,,,,,,100.0,,D,,,
0001415889-25-002148,2491034,Common Stock,,,,14094.34,F1,,,I,F2,Directors' Trust,
0001415889-25-002147,2744070,Common Stock,,,,25019.38,F1,,,I,,Employee Stock Ownership Plan,F2
0001415889-25-002146,2757072,Common Stock,,,,23212.14,F1,,,I,F3,By Executive Deferred Comp,
0001415889-25-002146,2757071,Common Stock,,,,15742.64,F1,,,I,F2,By Esop,
0001415889-25-002145,2809385,Common Stock,,,,41626.66,F1,,,I,F2,RLI Corp. Employee Stock Ownership Plan,F3
0000950170-25-009303,2788312,Common Stock,,,,3312.0,,,,I,,Through spouse,F3
0001415889-25-002144,2712477,Common Stock,,,,4276.0,,,,D,,,
0000950170-25-009298,2819764,Common Stock,,,,31931.0,,,,I,,Through family members,F3
0000950170-25-009298,2819765,Common Stock,,,,200000.0,,,,I,,Through Holdco,F3
0001517413-25-000011,2380307,Class A Common Stock,,,,2500558.0,,,,I,,See Foonote,F4
0001517413-25-000011,2380308,Class A Common Stock,,,,840005.0,,,,I,,See Footnote,F5
0001517413-25-000011,2380309,Class A Common Stock,,,,109686.0,,,,I,,See Footnote,F6
