ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001437749-25-030143	3317269	Stock Appreciation Rights (SARs)		78.53		29-SEP-2025				4	M	0				6401.0				0.0		D		31-MAR-2023		31-MAR-2027		Common Stock		6401.0				0.0				D			
0001437749-25-030143	3317270	Stock Appreciation Rights (SARs)		69.14		29-SEP-2025				4	M	0				10000.0				0.0		D		15-JUN-2025		15-JUN-2026		Common Stock		10000.0				0.0				D			
0001437749-25-030142	3317156	Stock Appreciation Rights (SARs)		63.4		29-SEP-2025				4	M	0				45365.0				0.0		D		01-JUL-2022		01-JUL-2026		Common Stock		45365.0				0.0				D			
0001437749-25-030141	3317213	Stock Appreciation Rights (SARs)		76.87		26-SEP-2025				4	M	0				1210.0				0.0		D		07-NOV-2020		06-NOV-2025		Common Stock		1210.0				0.0				D			
0001193125-25-225637	3317145	Restricted Stock Units			F4	26-SEP-2025				4	D	false	F4			127707.0				23.0		D			F4		F4	Common Stock		127707.0				0.0				D			
0001193125-25-225637	3317146	Performance-based Restricted Stock Units			F5	26-SEP-2025				4	A	false	F5			33257.0				0.0		A			F5		F5	Common Stock		33257.0				33257.0				D			
0001193125-25-225637	3317147	Performance-based Restricted Stock Units			F5	26-SEP-2025				4	D	false	F5			33257.0				23.0		D			F5		F5	Common Stock		33257.0				0.0				D			
0001193125-25-225637	3317148	Dividend Equivalent Units			F4	26-SEP-2025				4	D	false	F4			8130.59	F6			23.0		D			F4		F4	Common Stock		8130.59				0.0				D			
0001140361-25-036835	3317184	Stock Option		1.0		08-SEP-2025				4	M	0	F1			130000.0				0.0		D			F2	27-DEC-2026		Class A Common Stock		130000.0				610002.0				D			
0001193125-25-225622	3317142	Restricted Stock Units		0.0		30-SEP-2025				4	M	false				33350.0				0.0		D		30-SEP-2025			F4	Common Stock		33350.0				33350.0				D			
0001193125-25-225621	3317097	Restricted Stock Units		0.0		30-SEP-2025				4	M	false				33350.0				0.0		D		30-SEP-2025			F4	Common Stock		33350.0				33350.0				D			
0001193125-25-225620	3317232	Performance-based Restricted Stock Units			F5	26-SEP-2025				4	D	false	F5			65812.0				23.0		D			F5		F5	Common Stock		65812.0				0.0				D			
0001193125-25-225620	3317231	Performance-based Restricted Stock Units			F5	26-SEP-2025				4	A	false	F5			65812.0				0.0		A			F5		F5	Common Stock		65812.0				65812.0				D			
0001193125-25-225620	3317230	Restricted Stock Units			F4	26-SEP-2025				4	D	false	F4			170549.0				23.0		D			F4		F4	Common Stock		170549.0				0.0				D			
0001193125-25-225620	3317233	Dividend Equivalent Units			F4	26-SEP-2025				4	D	false	F4			10936.0	F6			23.0		D			F4		F4	Common Stock		10936.0				0.0				D			
0001193125-25-225616	3317177	Dividend Equivalent Units			F3	26-SEP-2025				4	D	false	F3			7933.59	F5			23.0		D			F3		F3	Common Stock		7933.59				0.0				D			
0001193125-25-225616	3317176	Performance-based Restricted Stock Units			F4	26-SEP-2025				4	D	false	F4			33257.0				23.0		D			F4		F4	Common Stock		33257.0				0.0				D			
0001193125-25-225616	3317174	Restricted Stock Units			F3	26-SEP-2025				4	D	false	F3			116993.0				23.0		D			F3		F3	Common Stock		116993.0				0.0				D			
0001193125-25-225616	3317175	Performance-based Restricted Stock Units			F4	26-SEP-2025				4	A	false	F4			33257.0				0.0		A			F4		F4	Common Stock		33257.0				33257.0				D			
0001193125-25-225614	3317229	Phantom Stock			F2	26-SEP-2025				4	D	false	F2			1239.99				23.0		D			F2		F2	Common Stock		1239.99				0.0				D			
0001193125-25-225614	3317228	Deferred Stock Units			F2	26-SEP-2025				4	D	false	F2			3617.33				23.0		D			F2		F2	Common Stock		3617.33				0.0				D			
0001193125-25-225613	3317201	Restricted Stock Units			F4	26-SEP-2025				4	D	false	F4			142080.0				23.0		D			F4		F4	Common Stock		142080.0				0.0				D			
0001193125-25-225613	3317204	Dividend Equivalent Units			F4	26-SEP-2025				4	D	false	F4			9513.48	F6			23.0		D			F4		F4	Common Stock		9513.48				0.0				D			
0001193125-25-225613	3317202	Performance-based Restricted Stock Units			F5	26-SEP-2025				4	A	false	F5			45284.0				0.0		A			F5		F5	Common Stock		45284.0				45284.0				D			
0001193125-25-225613	3317203	Performance-based Restricted Stock Units			F5	26-SEP-2025				4	D	false	F5			45284.0				23.0		D			F5		F5	Common Stock		45284.0				0.0				D			
0001193125-25-225606	3317169	Dividend Equivalent Units			F3	26-SEP-2025				4	D	false	F3			49161.72	F5			23.0		D			F3		F3	Common Stock		49161.72				0.0				D			
0001193125-25-225606	3317168	Performance-based Restricted Stock Units			F4	26-SEP-2025				4	D	false	F4			245046.0				23.0		D			F4		F4	Common Stock		245046.0				0.0				D			
0001193125-25-225606	3317166	Restricted Stock Units			F3	26-SEP-2025				4	D	false	F3			746552.0				23.0		D			F3		F3	Common Stock		746552.0				0.0				D			
0001193125-25-225606	3317167	Performance-based Restricted Stock Units			F4	26-SEP-2025				4	A	false	F4			245046.0				0.0		A			F4		F4	Common Stock		245046.0				245046.0				D			
0001193125-25-225604	3317258	Phantom Stock			F2	26-SEP-2025				4	D	false	F2			1239.99				23.0		D			F2		F2	Common Stock		1239.99				0.0				D			
0001193125-25-225595	3317161	Performance-based Restricted Stock Units			F4	26-SEP-2025				4	D	false	F4			9645.0				23.0		D			F4		F4	Common Stock		9645.0				0.0				D			
0001193125-25-225595	3317162	Dividend Equivalent Units			F3	26-SEP-2025				4	D	false	F3			416.94				23.0		D			F3		F3	Common Stock		416.94				0.0				D			
0001193125-25-225595	3317160	Performance-based Restricted Stock Units			F4	26-SEP-2025				4	A	false	F4			9645.0				0.0		A			F4		F4	Common Stock		9645.0				9645.0				D			
0001193125-25-225595	3317159	Restricted Stock Units			F3	26-SEP-2025				4	D	false	F3			9228.0				23.0		D			F3		F3	Common Stock		9228.0				0.0				D			
0001268406-25-000017	3317274	2018 Employee Stock Option (right to buy)		19.68		29-SEP-2025				4	M	0	F1			24000.0				0.0		D			F6	09-APR-2027		Common Stock		24000.0				454052.0				D			
0001268406-25-000017	3317273	2018 Employee Stock Option (right to buy)		19.68		26-SEP-2025				4	M	0	F1			24000.0				0.0		D			F6	09-APR-2027		Common Stock		24000.0				478052.0				D			
0001193125-25-225591	3317252	Phantom Stock			F2	26-SEP-2025				4	D	false	F2			1239.99				23.0		D			F2		F2	Common Stock		1239.99				0.0				D			
0001193125-25-225585	3317105	Phantom Stock			F6	26-SEP-2025				4	D	false	F6			1239.99				23.0		D			F6		F6	Common Stock		1239.99				0.0				D			
0001193125-25-225585	3317104	Deferred Stock Units			F6	26-SEP-2025				4	D	false	F6			14245.01				23.0		D			F6		F6	Common Stock		14245.01				0.0				D			
0001193125-25-225582	3317262	Deferred Stock Units			F2	26-SEP-2025				4	D	false	F2			6510.37				23.0		D			F2		F2	Common Stock		6510.37				0.0				D			
0001193125-25-225582	3317263	Phantom Stock			F2	26-SEP-2025				4	D	false	F2			1239.99				23.0		D			F2		F2	Common Stock		1239.99				0.0				D			
0001193125-25-225576	3317266	Phantom Stock			F2	26-SEP-2025				4	D	false	F2			1239.99				23.0		D			F2		F2	Common Stock		1239.99				0.0				D			
0001193125-25-225571	3317140	Deferred Stock Units			F2	26-SEP-2025				4	D	false	F2			9403.42				23.0		D			F2		F2	Common Stock		9403.42				0.0				D			
0001193125-25-225571	3317141	Phantom Stock			F2	26-SEP-2025				4	D	false	F2			1239.99				23.0		D			F2		F2	Common Stock		1239.99				0.0				D			
0001530255-25-000003	3317205	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				5	A	0		E		1.86				48.53		A			F3		F3	Common Stock		1.86				1509.15	F4			D			
0001670836-25-000002	3317134	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				5	A	0		E		15.97				48.53		A			F3		F3	Common Stock		15.97				12934.87	F4			D			
0001876361-25-000003	3317125	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				5	A	0		E		11.75				48.53		A			F3		F3	Common Stock		11.75				9511.18	F4			D			
0001791884-25-000002	3317239	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				4	A	0				1.27				48.53		A			F3		F3	Common Stock		1.27				1026.64	F4			I			
0001791884-25-000002	3317238	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				5	A	0		E		6.6				48.53		A			F3		F3	Common Stock		6.6				5347.88	F4			D		By Spouse	
0001502370-25-000003	3317284	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				5	A	0		E		15.64				48.53		A			F3		F3	Common Stock		15.64				12667.96	F4			D			
0001670865-25-000002	3317114	Executive Deferred Incentive Program - Fortive Stock Fund	F1		F2	26-SEP-2025				5	A	0		E		13.98				48.53		A			F3		F3	Common Stock		13.98				11325.26	F4			D			
0001193125-25-225515	3317222	Series E Preferred Stock			F1	13-JUN-2025				4	C	false	F1			579313.0				0.0		D			F1		F1	Common Stock		579313.0				0.0				I		By DSTG VI Investments-A, L.P.	F6, F9
0001193125-25-225515	3317223	Series E Preferred Stock			F1	13-JUN-2025				4	C	false	F1			3765541.0				0.0		D			F1		F1	Common Stock		3765541.0				0.0				I		By DSTG VII Investments-1, L.P.	F5, F10
0001193125-25-225515	3317224	Series F Preferred Stock			F1	13-JUN-2025				4	C	false	F1			488748.0				0.0		D			F1		F1	Common Stock		488748.0				0.0				I		By DSTG VII Investments-4, L.P.	F8, F10
0001193125-25-225515	3317221	Series E Preferred Stock			F1	13-JUN-2025				4	C	false	F1			7241423.0				0.0		D			F1		F1	Common Stock		7241423.0				0.0				I		By DST Global VII, L.P.	F4, F10
0001193125-25-225515	3317220	Series D Preferred Stock			F1	13-JUN-2025				4	C	false	F1			1913980.0				0.0		D			F1		F1	Common Stock		1913980.0				0.0				I		By DSTG VI Investments-A, L.P.	F6, F9
0001193125-25-225515	3317219	Series D Preferred Stock			F1	13-JUN-2025				4	C	false	F1			2063270.0				0.0		D			F1		F1	Common Stock		2063270.0				0.0				I		By DSTG VI Investments, L.P.	F7, F9
0001193125-25-225515	3317218	Series D Preferred Stock			F1	13-JUN-2025				4	C	false	F1			12291630.0				0.0		D			F1		F1	Common Stock		12291630.0				0.0				I		By DST Investments XXI, L.P.	F3, F9
0001193125-25-225515	3317217	Series D Preferred Stock			F1	13-JUN-2025				4	C	false	F1			23924810.0				0.0		D			F1		F1	Common Stock		23924810.0				0.0				I		By DST Global VI, L.P.	F2, F9
0001193125-25-225513	3317099	Restricted Stock Unit			F1	30-SEP-2025				4	M	false				8047.0				0.0		D			F2		F2	Class A Common Stock		8047.0				24139.0				D			
0001493152-25-016409	3317154	Stock Options		4050.0	F8	12-SEP-2023				4	A	0				3.0	F10, F9			0.0		A			F11	12-SEP-2028		Common Shares		3.0	F10, F9			5.0				D			
0001493152-25-016407	3317135	Stock Options		4050.0	F3	12-SEP-2023				4	A	0				3.0	F4, F5			0.0		A			F6	12-SEP-2028		Common Shares		3.0	F4, F5			4.0				D			
0000812011-25-000158	3317152	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000156	3317157	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F2		F2	Common Stock		1281.0				0.0				D			
0000812011-25-000154	3317250	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000152	3317214	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F2		F2	Common Stock		1281.0				0.0				D			
0000812011-25-000150	3317101	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000148	3317183	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1148.0				0.0		D			F2		F2	Common Stock		1148.0				2297.0				D			
0000812011-25-000146	3317198	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000144	3317139	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000142	3317283	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000140	3317133	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000812011-25-000138	3317096	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				586.0				0.0		D			F2		F2	Common Stock		586.0				1172.0				D			
0000812011-25-000136	3317112	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				344.0				0.0		D			F2		F2	Common Stock		344.0				688.0				D			
0000812011-25-000134	3317251	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1543.0				0.0		D			F2		F2	Common Stock		1543.0				3088.0				D			
0000812011-25-000132	3317285	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1333.0				0.0		D			F2		F2	Common Stock		1333.0				2668.0				D			
0000812011-25-000130	3317192	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1144.0				0.0		D			F2		F2	Common Stock		1144.0				2289.0				D			
0000812011-25-000128	3317171	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				695.0				0.0		D			F1		F1	Common Stock		695.0				1391.0				D			
0000950157-25-000819	3317182	Employee Stock Option (Right to Buy)		872.01		29-SEP-2025				4	M	0				7580.0				0.0		D			F5	12-NOV-2025		Class B Common Stock		7580.0				7582.0	F5			I		Spouse	
0000812011-25-000126	3317295	Restricted Share Unit		0.0		27-SEP-2025				4	M	0				1281.0				0.0		D			F1		F1	Common Stock		1281.0				0.0				D			
0000950157-25-000818	3317113	Employee Stock Option (Right to Buy)		872.01		29-SEP-2025				4	M	0				7580.0				0.0		D			F4	12-NOV-2025		Class B Common Stock		7580.0				7582.0				D			
0000921895-25-002641	3317288	Warrants			F5	29-SEP-2025				4	P	0				125000.0					F1	A			F3		F4	Class A Ordinary Shares		125000.0				125000.0				I		By: TCS Capital Advisors, LLC	F2
0001610717-25-000357	3317180	Stock Option (Right to Buy)		2.9		26-SEP-2025				4	A	0				570000.0				0.0		A			F1	25-SEP-2035		Common Stock		570000.0				570000.0				D			
0001610717-25-000357	3317181	Performance Stock Units (PSUs)			F2	26-SEP-2025				4	A	0				285000.0				0.0		A			F2		F2	Common Stock		285000.0				285000.0				D			
0001610717-25-000356	3317131	Performance Stock Units (PSUs)			F2	26-SEP-2025				4	A	0				43750.0				0.0		A			F2		F2	Common Stock		43750.0				43750.0				D			
0001610717-25-000356	3317130	Stock Option (Right to Buy)		2.9		26-SEP-2025				4	A	0				87500.0				0.0		A			F1	25-SEP-2035		Common Stock		87500.0				87500.0				D			
0001610717-25-000355	3317124	Performance Stock Units (PSUs)			F2	26-SEP-2025				4	A	0				39150.0				0.0		A			F2		F2	Common Stock		39150.0				39150.0				D			
0001610717-25-000355	3317123	Stock Option (Right to Buy)		2.9		26-SEP-2025				4	A	0				78250.0				0.0		A			F1	25-SEP-2035		Common Stock		78250.0				78250.0				D			
0001610717-25-000354	3317292	Performance Stock Units (PSUs)			F2	26-SEP-2025				4	A	0				18150.0				0.0		A			F2		F2	Common Stock		18150.0				18150.0				D			
0001610717-25-000354	3317291	Stock Option (Right to Buy)		2.9		26-SEP-2025				4	A	0				36300.0				0.0		A			F1	25-SEP-2035		Common Stock		36300.0				36300.0				D			
0002050912-25-000006	3317187	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F3		F3	Common Stock		48932.0				48932.0				D			
0002050912-25-000006	3317186	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F2		F2	Common Stock		48932.0				48932.0				D			
0001767094-25-000007	3317236	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F2		F2	Common Stock		48932.0				48932.0				D			
0001767094-25-000007	3317237	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F3		F3	Common Stock		48932.0				48932.0				D			
0002078476-25-000003	3317092	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F2		F2	Common Stock		48932.0				48932.0				D			
0002078476-25-000003	3317093	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F3		F3	Common Stock		48932.0				48932.0				D			
0001214156-25-000009	3317109	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				146795.0				0.0		A			F3		F3	Common Stock		146795.0				146795.0				D			
0001214156-25-000009	3317108	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F2		F2	Common Stock		48932.0				48932.0				D			
0001462356-25-000008	3317286	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F2		F2	Common Stock		48932.0				48932.0				D			
0001462356-25-000008	3317287	Restricted Stock Unit			F1	28-SEP-2025				4	A	0				48932.0				0.0		A			F3		F3	Common Stock		48932.0				48932.0				D			
0001856680-25-000017	3317151	Options to Acquire Common Stock		14.0		26-SEP-2025				4	M	0				19544.0	F1			0.0		D			F4	20-APR-2031		Common Stock		19544.0				0.0				D			
0002000126-25-000007	3317282	Restricted Stock Units		0.0	F1	26-SEP-2025				4	M	0				1250.0				0.0		D			F3		F3	Common Stock		1250.0				1250.0				D			
0001213900-25-094128	3317197	Restricted Stock Units			F1	29-SEP-2025				4	A	0				200000.0				0.0		A			F2		F2	Common Stock		200000.0				200000.0				D			
0001213900-25-094127	3317155	Restricted Stock Units			F1	29-SEP-2025				4	A	0				100000.0				0.0		A			F2		F2	Common Stock		100000.0				100000.0				D			
0001213900-25-094125	3317253	Restricted Stock Units			F1	29-SEP-2025				4	A	0				100000.0				0.0		A			F2		F2	Common Stock		100000.0				100000.0				D			
0001439222-25-000104	3317227	Restricted stock units			F2	26-SEP-2025				4	M	0				7472.0				0.0		D			F3		F3	Common stock		7472.0				0.0				D			
0001168534-25-000003	3317275	Restricted Stock Unit	F1		F1	30-SEP-2025				4	A	false				5901.0				0.0		A			F2		F2	Common Stock		5901.0				5901.0				D			
0002026033-25-000003	3317196	Restricted Stock Unit	F1		F1	30-SEP-2025				4	A	false				5901.0				0.0		A			F2		F2	Common Stock		5901.0				5901.0				D			
0002021913-25-000004	3317153	Restricted Stock Unit	F1		F1	30-SEP-2025				4	A	false				6885.0				0.0		A			F2		F2	Common Stock		6885.0				6885.0				D			
0001829340-25-000003	3317095	Restricted Stock Unit	F1		F1	30-SEP-2025				4	A	false				8196.0				0.0		A			F2		F2	Common Stock		8196.0				8196.0				D			
0001663200-25-000011	3317193	RESTRICTED STOCK UNITS			F1	29-SEP-2025				4	A	0				630.0				0.0		A			F2		F2	COMMON STOCK		630.0				630.0				D			
0001104659-25-095112	3317178	Stock Option		2.5		08-JAN-2025				4	A	0				10000.0					F1	A		08-JAN-2032		08-JAN-2035		Common Stock		10000.0				40000.0				D			
0001104659-25-095109	3317256	Stock Option		2.5		08-JAN-2025				4	A	0				35000.0					F1	A		08-JAN-2032		08-JAN-2035		Common Stock		35000.0				1475000.0				D			
0001717592-25-000007	3317110	RESTRICTED STOCK UNITS			F1	29-SEP-2025				4	A	0				940.0				0.0		A			F2		F2	COMMON STOCK		940.0				940.0				D			
0001104659-25-095106	3317272	Stock Option		2.5		08-JAN-2025				4	A	0				250000.0					F1	A		08-JAN-2032		08-JAN-2035		Common Stock		250000.0				250000.0				D			
0001817358-25-000171	3317277	Restricted Stock Units	F2		F1	30-SEP-2025				4	M	0				1244.0				0.0		D			F3	30-MAR-2032		Common Stock		1244.0				9026.0				D			
0001104659-25-095104	3317188	Stock Option		2.5		08-JAN-2025				4	A	0				160000.0					F1	A		08-JAN-2032		08-JAN-2035		Common Stock		160000.0				1560000.0				D			
0001104659-25-095102	3317129	Stock Option		2.5		08-JAN-2025				4	A	0				40000.0					F1	A		08-JAN-2032		08-JAN-2035		Common Stock		40000.0				40000.0				D			
0001493152-25-016360	3317257	Option to Purchase Common Stock		3.33		28-SEP-2025				4	A	0				18000.0				0.0		A			F1	28-SEP-2035		Common Stock		18000.0				18000.0				D			
0001104659-25-095100	3317293	Stock Option		2.5		08-JAN-2025				4	A	0				5000.0					F1	A		08-JAN-2032		08-JAN-2035		Common Stock		5000.0				7000.0				D			
0001883313-25-000094	3317297	Option (Right to Purchase)	F3	1.41		26-SEP-2025				4	M	0				20000.0				1.41		D			F4	12-JUN-2029		Common Stock		20000.0				364256.0	F5			D			
0001493152-25-016349	3317299	Option to Purchase Common Stock		3.33		28-SEP-2025				4	A	0				235000.0				0.0		A			F1	28-SEP-2035		Common Stock		235000.0				235000.0				D			
0001977269-25-000009	3317226	Option (Right to Purchase)	F3	1.41		26-SEP-2025				4	M	0				20000.0				1.41		D			F4	12-JUN-2029		Common Stock		20000.0				488373.0	F5			D			
0000103379-25-000052	3317158	Phantom Stock-d	F1		F2	26-SEP-2025				4	A	0				2121.52				14.73	F4	A			F3		F3	Common Stock		2121.52				37427.31				D			
0001213900-25-094019	3317248	Employee Stock Option (right to buy)		43.21		29-SEP-2025				4	M	false	F1			4000.0				0.0		D			F3	25-MAR-2032		Common Stock		4000.0				11536.0				D			
0000103379-25-000050	3317118	Phantom Stock-d	F1		F2	26-SEP-2025				4	A	0				2121.52				14.73	F4	A			F3		F3	Common Stock		2121.52				25751.88				D			
0001238304-25-000004	3317185	Stock Option (Right to Buy)		8.95		26-SEP-2025				4	M	false				1000.0				0.0		D			F3	25-FEB-2026		Common Stock		1000.0				94000.0	F4			D			
0000103379-25-000048	3317209	Phantom Stock-d	F1		F2	26-SEP-2025				4	A	0				5091.65				14.73	F4	A			F3		F3	Common Stock		5091.65				85837.11				D			
0001126328-25-000050	3317242	Phantom Stock Units			F2	26-SEP-2025				4	A	0				257.0				82.62		A			F3		F3	Common Stock		257.0				27432.0				D			
0001126328-25-000049	3317216	Phantom Stock Units			F2	26-SEP-2025				4	A	0				178.0				82.62		A			F3		F3	Common Stock		178.0				19075.0				D			
0001658247-25-000010	3317200	Stock Option (Right to Buy)		1.91		26-SEP-2025				4	M	0				10000.0				0.0		D			F3	16-MAR-2028		Common Stock		10000.0				2092.0				D			
0001126328-25-000037	3317210	Common Stock			F2	26-SEP-2025				4	A	0				30.0				82.62		A			F3		F3	Common Stock		30.0				3197.0				D			
0001193125-25-225133	3317111	Director Stock Option (right to buy)		1.82		29-SEP-2025				4	M	false				12755.0				0.0		D			F3	18-JUL-2031		Common Stock		12755.0				0.0				D			
0001022079-25-000203	3317294	Non-Qualifed Stock Option (right to buy)		103.57		26-SEP-2025				4	M	0	F1			227.0				103.57		D			F5	19-FEB-2028		Common Stock		227.0				0.0				D			
0001437749-25-030123	3317132	Performance Units			F1	26-SEP-2025				4	M	0				3031.72				0.0		D			F1		F1	Common Stock		3031.72				13851.11				D			
0001437749-25-030121	3317190	Performance Units			F1	26-SEP-2025				4	M	0				3694.18				0.0		D			F1		F1	Common Stock		3694.18				16186.92				D			
0001628280-25-043259	3317116	Restricted Stock Units			F2	29-SEP-2025				4	C	0				106990.0				0.0		D			F1		F1	Common Stock		106990.0				0.0				D			
0001773751-25-000327	3317271	Stock Option (right to buy)		5.01		29-SEP-2025				4	M	0	F1			49832.0				0.0		D			F3	23-FEB-2032		Class A Common Stock		49832.0				189952.0				D			
0001976795-25-000005	3317170	Employee Stock Option (Right to Buy)		52.16		26-SEP-2025				4	M	0				6600.0				0.0		D			F1	18-FEB-2031		Common Stock		6600.0				0.0				D			
0001108524-25-000141	3317189	Non-qualified Stock Option (Right to Buy)		161.5		29-SEP-2025				4	M	0	F1			2250.0				0.0		D		22-MAR-2020	F7	22-MAR-2026		Common Stock		2250.0				54122.0				D			
0001213900-25-093985	3317278	Series A Warrants (right to buy)		3.72		10-FEB-2025				4	P	0				21613.0					F1	A		12-FEB-2025		12-FEB-2030		Common Stock		21613.0	F1			21613.0				D			
0001213900-25-093985	3317279	Series B Warrants (right to buy)		4.22		10-FEB-2025				4	P	0				21613.0					F1	A		12-FEB-2025		12-FEB-2030		Common Stock		21613.0	F1			21613.0				D			
0001193125-25-225105	3317191	Restricted Stock Units			F1	26-SEP-2025				4	A	false				3998.0				0.0		A			F2		F2	Common Stock		3998.0				3998.0				D			
0001193125-25-225103	3317240	Restricted Stock Units			F1	26-SEP-2025				4	A	false				3998.0				0.0		A			F2		F2	Common Stock		3998.0				3998.0				D			
0001292153-25-000003	3317289	Employee Stock Option (Right to Buy)		41.4		26-SEP-2025				4	M	0				9584.0				0.0		D			F2	13-FEB-2028		Common Stock		9584.0				0.0				D			
0001292153-25-000003	3317290	Employee Stock Option (Right to Buy)		41.4		26-SEP-2025				4	M	0				13816.0				0.0		D			F3	07-FEB-2033		Common Stock		13816.0				6908.0				D			
0001628280-25-043251	3317144	Restricted Stock Units			F2	29-SEP-2025				4	C	0				67777.0				0.0		D			F1		F1	Common Stock		67777.0				0.0				D			
0001654954-25-011256	3317103	Stock Option	F2	2.57		27-MAY-2025				4	A	false				750000.0	F2				F2	A			F2		F2	Common Stock		750000.0				0.0	F2			D			
0001654954-25-011256	3317102	Common Stock	F1	0.0		27-MAY-2025				4	A	false				750000.0	F1				F1	A			F1		F1	Common Stock		750000.0				0.0	F1			D			
0001628280-25-043245	3317091	Restricted Stock Units			F2	29-SEP-2025				4	C	0				39179.0				0.0		D			F1		F1	Common Stock		39179.0				0.0				D			
0001539937-25-000022	3317243	Employee Stock Option (Right to Buy)		25.3		29-SEP-2025				4	M	0				13688.0				0.0		D		24-FEB-2018	F3	24-FEB-2027		Common Stock		13688.0				148812.0				D			
0001628280-25-043241	3317245	Restricted Stock Units			F2	29-SEP-2025				4	C	0				39179.0				0.0		D			F1		F1	Common Stock		39179.0				0.0				D			
0001628280-25-043239	3317138	Restricted Stock Units			F2	01-OCT-2025				4	U	0				131921.0				0.0		D			F1		F1	Common Stock		131921.0				0.0				D			
0001628280-25-043237	3317260	Restricted Stock Units			F2	29-SEP-2025				4	C	0				167807.0				0.0		D			F1		F1	Common Stock		167807.0				0.0				D			
0002002426-25-000002	3317179	Stock Option (Right to Buy)		5.0		26-SEP-2025				4	A	0				800000.0				0.0		A			F1	25-SEP-2035		Class A Common Stock		800000.0				800000.0				D			
